id,gx,gy,gz,ax,ay,az,deg
266972,-6.09,15.8,-0.34,119,-120,977,337.44
266981,-6.1,15.75,-0.39,153,-107,926,337.41
266990,-6.1,15.74,-0.43,177,-94,864,337.36
266999,-6.09,15.79,-0.45,175,-88,770,337.32
267009,-6.06,15.88,-0.43,166,-73,694,337.35
267019,-6.03,15.99,-0.38,156,-60,641,337.28
267029,-6.01,16.1,-0.32,182,-61,614,337.21
267090,-6.17,16.03,-0.46,211,-112,684,336.8
267100,-6.19,15.99,-0.53,172,-58,612,336.8
267110,-6.2,15.97,-0.58,146,-25,533,336.81
267121,-6.19,16,-0.59,170,17,452,336.72
267131,-6.19,16.08,-0.57,256,57,420,336.61
267140,-6.22,16.17,-0.54,326,68,416,336.39
267149,-6.27,16.27,-0.49,348,63,436,336.28
267159,-6.33,16.39,-0.46,328,28,500,336.11
267169,-6.39,16.51,-0.43,285,-29,586,335.96
267179,-6.44,16.61,-0.43,251,-65,653,335.78
267189,-6.48,16.68,-0.44,200,-85,688,335.63
267240,-6.68,16.56,-0.66,4,-15,582,335.18
267250,-6.71,16.54,-0.7,34,14,565,335.02
267260,-6.74,16.53,-0.72,24,36,542,334.97
267271,-6.76,16.53,-0.73,1,53,478,334.86
267281,-6.78,16.56,-0.71,-12,73,392,334.81
267290,-6.8,16.57,-0.66,-46,74,370,334.74
267299,-6.8,16.61,-0.58,-80,38,413,334.72
267309,-6.79,16.66,-0.5,-70,-9,491,334.76
267319,-6.77,16.74,-0.42,10,-46,575,334.71
267329,-6.76,16.79,-0.38,74,-87,676,334.67
267339,-6.76,16.8,-0.37,111,-111,742,334.67
267400,-6.73,16.53,-0.74,269,16,611,334.72
267410,-6.73,16.53,-0.78,243,52,512,334.7
267420,-6.74,16.55,-0.78,203,76,438,334.63
267431,-6.74,16.6,-0.76,188,81,409,334.56
267441,-6.74,16.66,-0.71,162,57,439,334.49
267450,-6.75,16.72,-0.65,148,7,516,334.47
267459,-6.76,16.78,-0.6,120,-54,639,334.42
267469,-6.76,16.83,-0.58,97,-120,754,334.41
267479,-6.74,16.86,-0.6,115,-162,849,334.46
267489,-6.73,16.89,-0.65,154,-133,828,334.44
267550,-6.86,16.69,-0.76,177,-45,518,334.27
267561,-6.85,16.68,-0.74,184,-36,514,334.23
267570,-6.83,16.73,-0.71,200,-30,496,334.18
267581,-6.83,16.79,-0.65,213,-26,495,334.18
267591,-6.83,16.88,-0.59,209,-30,504,334.14
267600,-6.83,16.94,-0.54,179,-44,513,334.07
267609,-6.83,16.99,-0.48,167,-54,530,334.03
267619,-6.84,17.03,-0.44,192,-49,557,333.99
267629,-6.87,17.02,-0.4,217,-26,596,333.94
267639,-6.92,16.97,-0.37,226,-9,622,333.85
267649,-6.96,16.87,-0.36,237,-8,651,333.7
267710,-7.47,15.7,-0.6,460,-7,935,332.83
267720,-7.53,15.43,-0.74,382,-12,890,332.77
267730,-7.55,15.12,-0.89,358,3,802,332.7
267740,-7.56,14.75,-1.03,395,14,745,332.68
267750,-7.57,14.3,-1.2,493,15,721,332.62
267759,-7.6,13.73,-1.41,683,35,738,332.5
267769,-7.68,13.02,-1.66,860,84,791,332.35
267779,-7.81,12.17,-1.98,919,91,840,332.17
267789,-7.96,11.16,-2.36,962,88,876,332.02
267799,-8.15,10,-2.77,1061,106,883,331.81
267809,-8.39,8.69,-3.24,1229,152,865,331.5
267819,-8.7,7.18,-3.76,1418,213,880,331.18
267829,-9.12,5.46,-4.31,1571,237,851,330.82
267839,-9.6,3.5,-4.93,1746,300,826,330.36
267850,-10.21,1.27,-5.61,1785,377,935,329.85
267859,-10.91,-1.16,-6.38,1591,406,1215,329.61
267869,-11.63,-3.6,-7.27,1233,367,1560,329.53
267879,-12.27,-5.92,-8.25,992,287,1738,329.7
267889,-12.79,-8.11,-9.27,1031,236,1779,329.97
267899,-13.28,-10.26,-10.27,1350,364,1698,195.66
267908,-13.82,-12.43,-11.24,1619,576,1577,195.55
267919,-14.47,-14.69,-12.21,1797,790,1370,195.46
267928,-15.25,-17.07,-13.18,1826,936,1064,195.37
267940,-16.12,-19.57,-14.1,1702,1008,727,195.3
267950,-17.08,-22.19,-14.96,1663,1131,382,195.3
267959,-18.13,-24.9,-15.71,1661,1198,207,195.34
267969,-19.31,-27.6,-16.39,1558,1099,446,195.39
267978,-20.52,-30.08,-17.06,1358,811,1037,195.41
267991,-21.7,-32.24,-17.84,1200,446,1662,195.43
268001,-22.86,-34.11,-18.78,1320,278,2035,195.62
268010,-24.12,-35.85,-19.78,1589,375,2091,196.01
268019,-25.62,-37.64,-20.75,1941,708,1840,196.65
268028,-27.39,-39.54,-21.57,2020,995,1446,197.47
268039,-29.37,-41.54,-22.27,1880,1158,976,198.48
268108,-46.38,-57.16,-22.89,1618,1200,-1054,225
268120,-48.5,-58.81,-22.66,1375,1078,-1090,225
268130,-50.17,-60.04,-22.53,1212,1011,-1240,225
268140,-51.46,-60.93,-22.49,1286,1099,-1511,225
268151,-52.54,-61.65,-22.44,1444,1202,-1765,225
268161,-53.47,-62.28,-22.36,1528,1234,-1889,225
268170,-54.27,-62.81,-22.25,1541,1217,-1945,225
268179,-54.98,-63.28,-22.1,1575,1186,-1984,225
268188,-55.62,-63.72,-21.93,1555,1121,-1996,225
268198,-56.22,-64.13,-21.74,1507,1075,-2054,225
268208,-56.77,-64.52,-21.53,1404,996,-2075,225
268270,-58.32,-65.83,-20.52,825,626,-1458,225
268281,-58.43,-65.97,-20.35,743,508,-1202,225
268290,-58.47,-66.05,-20.2,620,366,-912,225
268302,-58.41,-66.03,-20.12,484,282,-714,225
268311,-58.3,-65.97,-20.09,450,267,-657,225
268320,-58.16,-65.88,-20.07,465,292,-640,225
268329,-57.97,-65.76,-20.05,447,320,-598,225
268339,-57.73,-65.61,-20.04,360,326,-559,225
268348,-57.41,-65.38,-20.07,292,335,-610,225
268358,-57.05,-65.12,-20.14,309,372,-762,225
268368,-56.7,-64.88,-20.19,367,429,-855,225
268420,-54.07,-63.01,-20.28,375,312,-467,225
268430,-52.99,-62.12,-20.49,197,249,-444,225
268440,-51.66,-60.96,-20.8,32,282,-506,225
268451,-50.1,-59.52,-21.21,-73,405,-574,225
268461,-48.38,-57.85,-21.67,-112,554,-685,225
268470,-46.57,-56,-22.13,-29,739,-967,225
268479,-44.79,-54.08,-22.54,151,971,-1413,225
268489,-43.13,-52.19,-22.8,340,1130,-1776,225
268498,-41.63,-50.39,-22.91,482,1154,-2321,225
268508,-40.32,-48.81,-22.93,625,1103,-3053,225
268518,-39.2,-47.59,-22.82,818,1123,-3373,206
268579,-34.29,-41.47,-21.58,-404,340,-812,201.69
268589,-33.12,-39.74,-21.56,-616,338,-822,200.75
268610,-30.38,-35.36,-21.42,-810,536,-1190,199.03
268620,-28.88,-32.75,-21.22,-909,638,-1502,198.03
268629,-27.34,-29.97,-20.93,-1125,605,-1743,197.23
268638,-25.76,-27.09,-20.56,-1282,493,-1851,196.49
268648,-24.17,-24.16,-20.05,-1219,419,-1777,329.26
268659,-22.66,-21.23,-19.41,-1161,335,-1482,329.43
268668,-21.26,-18.29,-18.71,-1055,224,-1096,329.52
268678,-19.98,-15.37,-17.98,-870,101,-779,329.54
268730,-14.98,-1.22,-14.25,-288,-48,-527,329.33
268740,-14.14,1.52,-13.41,-133,-2,-700,329.23
268750,-13.33,4.19,-12.49,13,45,-875,329.07
268761,-12.55,6.75,-11.48,236,113,-988,328.96
268771,-11.84,9.15,-10.4,453,199,-988,328.64
268780,-11.27,11.25,-9.28,624,278,-952,328.33
268790,-10.86,13.01,-8.14,690,300,-823,328.19
268799,-10.57,14.43,-7.05,633,233,-514,328.08
268808,-10.32,15.59,-6.03,501,97,-117,328.15
268818,-10.08,16.55,-5.13,408,-46,225,328.32
268828,-9.82,17.32,-4.31,382,-159,529,328.69
268890,-8.64,18.77,-1.52,1358,131,836,331.11
268900,-8.65,18.57,-1.29,1299,158,780,331.23
268910,-8.65,18.34,-1.08,1206,130,775,331.43
268921,-8.64,18.16,-0.85,1117,65,893,331.54
268930,-8.6,18.09,-0.64,1040,25,1075,331.65
268940,-8.54,18.13,-0.44,1037,19,1198,331.57
268949,-8.48,18.26,-0.27,1027,-4,1238,331.54
268958,-8.45,18.43,-0.14,954,-31,1259,331.52
268968,-8.43,18.59,-0.03,890,-55,1273,331.47
268978,-8.44,18.72,0.04,839,-70,1296,331.36
269040,-8.75,18.51,-0.07,161,-97,1028,330.76
269050,-8.78,18.43,-0.09,86,-138,984,330.76
269060,-8.78,18.35,-0.11,48,-172,946,330.86
269072,-8.77,18.29,-0.11,47,-174,948,330.89
269081,-8.73,18.25,-0.12,82,-170,967,331
269090,-8.7,18.24,-0.14,138,-149,941,330.96
269100,-8.67,18.25,-0.16,203,-152,899,331.05
269109,-8.65,18.27,-0.18,287,-152,881,331.09
269118,-8.63,18.29,-0.21,353,-131,848,331.1
269128,-8.62,18.32,-0.26,371,-105,781,331.1
269138,-8.62,18.34,-0.3,327,-92,721,331.18
269200,-8.56,18.49,-0.32,265,-79,586,331.13
269210,-8.55,18.51,-0.34,224,-102,633,331.1
269219,-8.51,18.54,-0.36,247,-102,640,331.12
269230,-8.49,18.58,-0.4,321,-79,581,331.08
269240,-8.49,18.6,-0.43,371,-51,550,331.04
269249,-8.52,18.6,-0.46,367,-36,539,330.95
269258,-8.55,18.57,-0.5,301,-44,567,330.91
269268,-8.55,18.57,-0.55,241,-39,573,330.95
269278,-8.56,18.59,-0.58,275,0,504,330.8
269288,-8.59,18.6,-0.59,328,37,446,330.7
269350,-8.83,18.51,-0.62,96,-96,684,330.13
269361,-8.82,18.5,-0.67,61,-132,799,330.07
269372,-8.79,18.52,-0.72,108,-116,784,330.1
269383,-8.78,18.53,-0.78,208,-67,719,330.03
269393,-8.81,18.5,-0.84,241,-35,718,329.99
269402,-8.84,18.44,-0.9,159,-36,758,329.97
269411,-8.86,18.4,-0.97,127,-26,756,329.93
269420,-8.86,18.39,-1.02,185,-18,727,329.87
269429,-8.89,18.38,-1.08,242,-8,685,329.81
269438,-8.94,18.34,-1.15,231,-15,673,329.77
269448,-8.99,18.28,-1.21,146,-43,644,329.75
269509,-9.01,18.14,-1.28,17,-63,381,329.85
269519,-8.98,18.15,-1.26,20,-107,444,329.91
269529,-8.94,18.15,-1.23,52,-125,502,329.98
269540,-8.91,18.14,-1.23,81,-133,548,330.1
269549,-8.86,18.11,-1.23,96,-139,596,330.23
269558,-8.81,18.07,-1.25,105,-130,623,330.39
269568,-8.74,18.03,-1.27,121,-106,640,330.52
269578,-8.67,18.02,-1.29,157,-79,633,330.66
269588,-8.58,18.05,-1.31,267,-25,574,330.75
269598,-8.53,18.08,-1.31,380,13,551,330.77
269608,-8.51,18.1,-1.3,438,34,599,330.77
269660,-8.64,18.23,-1.41,291,-36,670,330.45
269670,-8.67,18.22,-1.45,210,-57,672,330.42
269680,-8.69,18.19,-1.49,143,-62,653,330.39
269691,-8.7,18.17,-1.54,111,-66,609,330.46
269701,-8.7,18.14,-1.56,134,-45,556,330.42
269710,-8.71,18.11,-1.57,179,-17,525,330.29
269719,-8.73,18.11,-1.58,249,-5,522,330.31
269728,-8.75,18.11,-1.58,301,-6,531,330.23
269738,-8.78,18.12,-1.57,324,-23,568,330.22
269748,-8.82,18.14,-1.57,327,-37,635,330.1
269758,-8.85,18.18,-1.59,287,-52,694,330.02
269819,-8.84,18.2,-1.73,152,6,562,330.05
269829,-8.86,18.14,-1.73,211,39,542,330
269839,-8.9,18.06,-1.72,252,38,596,329.94
269851,-8.93,17.99,-1.72,291,43,652,329.9
269860,-8.96,17.94,-1.71,389,61,714,329.76
269869,-9.02,17.89,-1.71,469,54,791,329.68
269878,-9.06,17.84,-1.74,534,23,863,329.53
269888,-9.11,17.8,-1.79,635,36,830,329.39
269898,-9.2,17.71,-1.84,750,62,748,329.19
269969,-10.88,13.46,-3.21,1190,175,1022,326.95
269979,-11.26,12.02,-3.68,1231,143,1240,326.78
269990,-11.65,10.45,-4.26,1331,130,1453,326.69
270000,-12.06,8.79,-4.95,1410,126,1621,326.62
270009,-12.48,7.11,-5.74,1572,187,1621,326.64
270019,-12.92,5.4,-6.6,1798,254,1448,326.65
270028,-13.41,3.62,-7.48,1980,313,1284,326.71
270038,-13.93,1.74,-8.38,1991,347,1241,326.93
270049,-14.46,-0.22,-9.34,1944,388,1192,327.21
270059,-15,-2.26,-10.33,2016,498,1063,327.6
270068,-15.61,-4.43,-11.31,2148,605,947,327.88
270078,-16.36,-6.75,-12.3,2288,704,936,328.13
270088,-17.26,-9.22,-13.29,2213,747,1035,328.45
270098,-18.27,-11.79,-14.32,1941,742,1107,328.74
270110,-19.34,-14.37,-15.36,1706,748,1052,329.11
270120,-20.42,-16.95,-16.38,1473,744,927,329.38
270129,-21.48,-19.48,-17.36,1309,768,817,196.21
270139,-22.54,-21.95,-18.33,1375,910,677,196.61
270148,-23.71,-24.44,-19.22,1561,1037,457,197.19
270158,-25.02,-27.06,-20.04,1753,1141,201,197.92
270168,-26.5,-29.77,-20.75,1830,1206,5,198.77
270178,-28.1,-32.53,-21.36,1884,1329,-284,199.74
270188,-29.87,-35.35,-21.85,1896,1434,-721,200.75
270198,-31.75,-38.24,-22.15,1808,1432,-1102,201.92
270208,-33.69,-41.09,-22.3,1536,1215,-1112,202.83
270218,-35.57,-43.77,-22.41,1245,886,-744,203.72
270228,-37.36,-46.17,-22.57,1041,673,-236,204.51
270238,-39.1,-48.28,-22.79,1045,653,25,205.23
270259,-42.43,-51.9,-23.14,1536,888,-204,225
270269,-44.09,-53.52,-23.18,1843,1042,-456,225
270278,-45.71,-55.03,-23.12,2032,1152,-753,225
270288,-47.29,-56.42,-22.97,2059,1226,-1130,225
270298,-48.73,-57.68,-22.75,1912,1245,-1481,225
270308,-50.01,-58.78,-22.5,1648,1228,-1747,225
270318,-51.08,-59.71,-22.25,1285,1124,-1782,225
270328,-51.93,-60.43,-22.05,860,926,-1564,225
270379,-53.58,-61.59,-22.21,170,806,-1702,225
270390,-53.65,-61.63,-22.27,166,870,-1743,225
270400,-53.6,-61.59,-22.33,258,905,-1776,225
270411,-53.46,-61.48,-22.38,386,878,-1778,225
270421,-53.28,-61.35,-22.42,426,784,-1712,225
270430,-53.03,-61.17,-22.46,377,652,-1538,225
270439,-52.69,-60.91,-22.53,288,522,-1304,225
270448,-52.27,-60.58,-22.64,211,428,-1130,225
270457,-51.78,-60.18,-22.77,186,380,-1030,225
270467,-51.24,-59.72,-22.91,192,365,-976,225
270477,-50.66,-59.2,-23.06,195,391,-1022,225
270539,-45.52,-54.57,-23.65,-105,637,-2028,225
270549,-44.19,-53.36,-23.75,-272,583,-1873,225
270569,-41.26,-50.48,-24.03,-473,379,-1229,225
270579,-39.74,-48.84,-24.23,-480,289,-952,205.22
270588,-38.22,-47.08,-24.46,-402,288,-765,204.25
270598,-36.71,-45.2,-24.66,-349,381,-687,203.27
270607,-35.24,-43.16,-24.83,-377,483,-777,202.21
270618,-33.76,-41.01,-25,-423,536,-1199,201.1
270627,-32.29,-38.8,-25.12,-451,576,-1641,199.93
270637,-30.8,-36.54,-25.13,-465,660,-1918,198.87
270689,-23.92,-24.65,-23.68,-603,679,-1943,194.26
270700,-22.62,-22.09,-23.09,-765,588,-1690,333.71
270709,-21.32,-19.41,-22.5,-819,445,-1426,334.11
270721,-20.03,-16.67,-21.9,-758,355,-1172,334.49
270730,-18.79,-13.91,-21.26,-705,265,-1031,334.8
270740,-17.57,-11.18,-20.58,-649,194,-1050,334.93
270749,-16.38,-8.49,-19.81,-555,221,-1123,335
270758,-15.26,-5.88,-18.95,-411,320,-1138,334.93
270767,-14.22,-3.33,-18.01,-266,377,-1149,334.78
270777,-13.26,-0.86,-17.01,-133,379,-1200,334.47
270787,-12.35,1.58,-15.94,36,385,-1240,334.06
270849,-9.02,14.6,-8.04,833,276,-316,328.95
270858,-8.86,16.1,-6.84,895,145,56,328.32
270879,-8.7,18.31,-4.87,707,-143,843,327.72
270888,-8.62,19.09,-4.1,625,-221,1043,327.65
270898,-8.53,19.67,-3.45,605,-255,1165,327.79
270907,-8.42,20.05,-2.9,662,-241,1227,328.01
270918,-8.32,20.23,-2.45,760,-209,1294,328.32
270927,-8.24,20.23,-2.1,851,-195,1386,328.66
270937,-8.17,20.1,-1.87,950,-189,1460,329.1
270947,-8.1,19.86,-1.73,1077,-186,1480,329.5
270999,-8.21,18.15,-1.78,1372,20,1014,330.19
271010,-8.29,17.83,-1.82,1229,0,1010,330.15
271019,-8.37,17.58,-1.85,1118,-20,986,330.11
271030,-8.43,17.41,-1.89,986,-42,1022,329.97
271040,-8.48,17.31,-1.92,843,-56,1013,329.91
271049,-8.52,17.3,-1.93,704,-68,941,329.78
271058,-8.54,17.32,-1.9,547,-96,861,329.63
271068,-8.55,17.37,-1.86,413,-99,830,329.55
271077,-8.56,17.43,-1.8,374,-78,764,329.42
271087,-8.58,17.45,-1.73,344,-98,702,329.32
271097,-8.61,17.42,-1.67,269,-130,695,329.25
271158,-8.65,17.03,-1.69,248,-192,936,329.16
271169,-8.65,16.98,-1.74,206,-136,807,329.18
271189,-8.62,16.93,-1.75,161,-115,609,329.18
271199,-8.6,16.94,-1.73,184,-127,643,329.18
271208,-8.57,16.99,-1.72,225,-153,694,329.21
271217,-8.54,17.04,-1.73,292,-149,705,329.19
271227,-8.54,17.09,-1.75,356,-123,680,329.12
271237,-8.55,17.08,-1.78,342,-120,652,329.09
271247,-8.58,17.05,-1.82,272,-151,646,329.07
271257,-8.59,17.01,-1.88,218,-168,648,329.15
271309,-8.68,16.78,-2.05,154,-85,405,329.01
271320,-8.68,16.77,-2.06,139,-115,462,328.97
271330,-8.66,16.79,-2.06,155,-127,518,328.99
271341,-8.64,16.83,-2.08,161,-138,550,329.03
271351,-8.61,16.87,-2.1,165,-150,594,329.03
271360,-8.58,16.93,-2.11,187,-110,612,329
271369,-8.56,16.99,-2.12,237,-53,522,328.94
271378,-8.58,17.03,-2.12,286,-16,407,328.89
271387,-8.63,17.02,-2.11,273,-25,439,328.85
271397,-8.66,16.99,-2.1,209,-55,548,328.76
271407,-8.69,16.98,-2.11,129,-90,633,328.78
271469,-8.63,16.98,-2.24,96,-98,558,328.94
271479,-8.6,16.99,-2.27,134,-81,488,329.02
271489,-8.6,16.97,-2.29,150,-68,408,329.06
271500,-8.6,16.91,-2.3,132,-58,409,329.14
271510,-8.6,16.84,-2.3,124,-48,453,329.16
271520,-8.59,16.77,-2.31,141,-37,487,329.25
271529,-8.56,16.73,-2.31,198,13,458,329.23
271538,-8.56,16.72,-2.29,290,72,402,329.19
271547,-8.57,16.7,-2.26,363,86,396,329.09
271557,-8.6,16.71,-2.21,384,79,476,329.01
271619,-8.82,16.79,-2.09,156,-116,841,328.47
271630,-8.84,16.74,-2.15,134,-148,828,328.49
271639,-8.85,16.68,-2.22,127,-148,781,328.5
271650,-8.85,16.59,-2.28,120,-122,755,328.52
271660,-8.86,16.52,-2.36,97,-91,715,328.6
271669,-8.85,16.48,-2.4,116,-56,620,328.55
271678,-8.85,16.48,-2.43,193,-15,503,328.48
271687,-8.87,16.5,-2.43,248,-6,455,328.46
271697,-8.89,16.53,-2.42,283,-19,474,328.42
271707,-8.93,16.58,-2.41,296,-29,492,328.24
271717,-8.97,16.63,-2.4,263,-29,525,328.15
271779,-9.02,16.68,-2.47,91,-117,632,328.12
271788,-9,16.67,-2.5,130,-55,591,328.16
271809,-9.02,16.66,-2.51,200,-27,566,328.11
271819,-9.03,16.68,-2.5,199,-37,611,328.08
271828,-9.03,16.72,-2.49,224,-48,654,328.04
271837,-9.04,16.78,-2.48,264,-47,678,328.06
271847,-9.06,16.82,-2.5,267,-57,712,328
271857,-9.07,16.85,-2.53,233,-76,743,327.99
271867,-9.08,16.86,-2.58,202,-94,745,327.96
271877,-9.08,16.89,-2.63,184,-81,711,328.01
271929,-9.11,16.88,-2.77,170,-46,514,327.92
271939,-9.11,16.9,-2.79,163,-61,552,327.98
271949,-9.1,16.93,-2.81,176,-51,554,327.93
271960,-9.1,16.97,-2.83,197,-45,514,327.87
271970,-9.1,16.99,-2.86,186,-40,466,327.87
271979,-9.11,17,-2.87,148,-37,434,327.85
271988,-9.12,17,-2.88,93,-44,415,327.84
271997,-9.11,16.99,-2.89,70,-47,407,327.9
272007,-9.11,16.99,-2.88,100,-57,408,327.9
272017,-9.09,16.97,-2.87,104,-64,435,327.9
272027,-9.07,16.95,-2.86,86,-64,464,328.04
272088,-9.04,16.88,-2.8,526,-41,650,327.85
272098,-9.11,16.76,-2.83,611,4,667,327.72
272119,-9.41,16.27,-2.95,850,96,674,327.29
272129,-9.67,15.8,-3.07,900,87,783,327.1
272138,-9.95,15.14,-3.26,924,110,863,326.99
272147,-10.29,14.26,-3.54,963,129,794,326.91
272157,-10.66,13.04,-3.92,1040,170,673,326.88
272167,-11.08,11.5,-4.36,934,180,828,326.97
272177,-11.49,9.76,-4.9,700,140,1050,327.25
272187,-11.82,7.96,-5.52,679,90,1162,327.64
272239,-13.89,-3.14,-9.75,1948,236,1689,330.15
272249,-14.51,-5.75,-10.79,2071,322,1724,330.73
272259,-15.21,-8.45,-11.85,2372,502,1625,331.07
272269,-16.08,-11.31,-12.87,2791,704,1541,331.24
272278,-17.18,-14.38,-13.88,3047,799,1599,331.3
272288,-18.5,-17.59,-14.88,3087,826,1724,331.29
272298,-19.97,-20.8,-15.89,2914,847,1840,331.34
272308,-21.52,-23.86,-16.89,2677,908,1788,331.35
272318,-23.06,-26.76,-17.85,2478,951,1550,331.35
272327,-24.59,-29.52,-18.73,2405,1026,1239,331.24
272338,-26.17,-32.19,-19.51,2513,1138,960,330.93
272347,-27.88,-34.89,-20.2,2587,1191,721,195.94
272357,-29.8,-37.7,-20.77,2634,1248,379,196.7
272367,-31.91,-40.59,-21.19,2566,1286,44,197.56
272378,-34.16,-43.46,-21.45,2401,1310,-342,198.66
272388,-36.45,-46.19,-21.57,2137,1292,-602,199.55
272398,-38.62,-48.62,-21.62,1703,1123,-632,200.33
272407,-40.59,-50.69,-21.68,1368,968,-600,200.97
272417,-42.4,-52.47,-21.74,1283,915,-556,201.62
272427,-44.14,-54.06,-21.77,1342,938,-504,202.23
272437,-45.87,-55.52,-21.74,1308,962,-467,202.75
272447,-47.55,-56.85,-21.7,1087,949,-625,203.11
272457,-49.1,-58.03,-21.7,812,943,-930,203.22
272467,-50.52,-59.09,-21.69,618,1010,-1309,203.24
272477,-51.84,-60.09,-21.66,521,1090,-1631,203.14
272487,-53.08,-61.02,-21.6,497,1124,-1855,202.96
272497,-54.24,-61.89,-21.51,546,1114,-2001,202.77
272507,-55.31,-62.69,-21.41,588,1038,-2066,202.59
272517,-56.29,-63.42,-21.32,667,974,-2051,202.44
272528,-57.19,-64.07,-21.2,707,969,-1949,202.28
272538,-57.97,-64.62,-21.09,644,976,-1918,202.08
272547,-58.54,-65.02,-21.02,642,985,-1956,201.95
272557,-58.91,-65.28,-20.97,746,956,-1986,201.9
272567,-59.08,-65.41,-20.94,902,886,-1880,201.92
272577,-59.12,-65.44,-20.93,1041,804,-1662,201.97
272587,-59.03,-65.39,-20.94,1041,680,-1421,202.05
272597,-58.84,-65.25,-20.98,926,562,-1239,202.1
272648,-57.79,-64.46,-21.3,658,547,-900,202.31
272659,-57.67,-64.38,-21.31,734,583,-900,202.41
272669,-57.56,-64.32,-21.29,777,561,-798,202.51
272680,-57.38,-64.21,-21.27,768,478,-577,202.57
272689,-57.06,-63.96,-21.3,723,381,-381,202.57
272699,-56.58,-63.57,-21.39,689,327,-359,202.61
272708,-55.96,-63.03,-21.52,683,346,-500,202.56
272717,-55.2,-62.36,-21.67,594,397,-687,202.54
272726,-54.27,-61.52,-21.87,386,445,-890,202.41
272737,-53.16,-60.5,-22.12,118,502,-1068,202.23
272747,-51.89,-59.31,-22.43,-148,519,-1211,201.9
272798,-44.78,-52.3,-24.41,-308,830,-1883,199.42
272809,-43.42,-50.95,-24.71,-318,782,-1697,198.63
272818,-42.03,-49.54,-25,-340,733,-1474,197.94
272829,-40.62,-48.03,-25.31,-267,751,-1350,197.24
272839,-39.21,-46.46,-25.62,-160,804,-1500,196.49
272849,-37.85,-44.91,-25.9,-26,867,-1765,195.89
272858,-36.49,-43.35,-26.09,76,908,-1867,195.35
272867,-35.09,-41.67,-26.18,118,928,-1823,194.78
272876,-33.62,-39.79,-26.21,44,884,-1711,194.23
272886,-32.04,-37.66,-26.23,-124,800,-1713,193.58
272896,-30.39,-35.34,-26.23,-262,752,-1878,192.92
272960,-21.57,-21.52,-24.55,-469,447,-1106,338.26
272969,-20.42,-19.47,-24.1,-469,301,-1015,338.71
272979,-19.32,-17.55,-23.63,-448,220,-954,339.18
272991,-18.28,-15.71,-23.14,-445,227,-859,339.6
273000,-17.29,-13.93,-22.62,-409,267,-786,339.92
273009,-16.33,-12.11,-22.07,-255,334,-809,340.1
273018,-15.42,-10.23,-21.47,-71,432,-866,340.09
273027,-14.54,-8.25,-20.8,77,516,-944,339.99
273036,-13.69,-6.15,-20.06,191,572,-1137,339.65
273046,-12.84,-3.93,-19.22,323,597,-1365,339.12
273108,-8.85,9.57,-11.94,297,258,-1073,333.25
273118,-8.4,11.39,-10.56,230,212,-907,332.19
273128,-8.04,13.02,-9.17,217,134,-647,331.42
273139,-7.73,14.48,-7.82,293,9,-361,330.87
273148,-7.48,15.77,-6.54,440,-114,0,330.34
273158,-7.27,16.9,-5.35,580,-199,409,330.04
273167,-7.1,17.85,-4.29,711,-266,786,329.84
273176,-6.96,18.62,-3.38,794,-330,1055,329.8
273186,-6.85,19.2,-2.61,804,-382,1253,329.83
273196,-6.75,19.62,-1.93,799,-428,1389,329.95
273206,-6.68,19.88,-1.33,777,-470,1500,330.22
273268,-5.93,19.53,0.58,1124,-391,1886,332.7
273278,-5.84,19.41,0.66,1302,-307,1807,332.92
273288,-5.8,19.32,0.72,1413,-197,1655,332.99
273299,-5.8,19.28,0.77,1387,-117,1502,333.04
273308,-5.83,19.27,0.82,1278,-86,1412,332.95
273317,-5.87,19.33,0.91,1112,-77,1384,332.99
273327,-5.91,19.4,0.99,951,-80,1357,332.99
273336,-5.92,19.47,1.06,819,-93,1342,332.95
273346,-5.94,19.51,1.12,675,-106,1354,332.99
273356,-5.93,19.52,1.14,544,-125,1332,333.02
273418,-6.07,19.15,0.88,403,-82,856,332.88
273428,-6.07,19.06,0.83,328,-73,746,332.92
273438,-6.07,19,0.81,356,-56,691,332.81
273449,-6.07,18.96,0.79,462,-49,671,332.76
273459,-6.08,18.91,0.74,420,-48,687,332.78
273468,-6.08,18.87,0.69,286,-48,646,332.78
273477,-6.05,18.84,0.65,208,-45,557,332.71
273486,-6.02,18.83,0.65,203,-43,521,332.81
273496,-5.99,18.82,0.67,219,-70,581,332.74
273506,-5.97,18.82,0.67,272,-107,643,332.69
273516,-5.95,18.85,0.65,315,-121,682,332.71
273578,-6.17,18.96,0.33,379,-118,595,331.94
273588,-6.24,18.94,0.26,293,-121,599,331.71
273608,-6.32,18.87,0.13,20,-160,596,331.69
273618,-6.32,18.85,0.09,-14,-157,555,331.73
273627,-6.31,18.82,0.05,-2,-144,516,331.68
273637,-6.31,18.77,0.01,14,-147,518,331.73
273646,-6.29,18.73,-0.02,24,-177,567,331.77
273656,-6.27,18.72,-0.06,68,-186,598,331.82
273666,-6.25,18.72,-0.09,162,-148,570,331.84
273676,-6.25,18.74,-0.12,252,-116,520,331.79
273728,-6.26,18.71,-0.23,136,-131,577,331.97
273738,-6.22,18.72,-0.25,155,-129,567,332.05
273747,-6.19,18.73,-0.26,232,-103,542,332.09
273759,-6.18,18.72,-0.26,321,-75,523,332.07
273768,-6.19,18.68,-0.28,384,-61,543,332.07
