id,gx,gy,gz,ax,ay,az,deg
260802,14.2,13.65,2.18,138,16,598,192.19
260811,14.2,13.65,2.18,138,14,603,192.19
260821,14.2,13.64,2.18,143,17,609,192.17
260903,14.2,13.64,2.18,138,21,594,192.17
260912,14.2,13.64,2.18,139,26,583,192.19
260922,14.2,13.64,2.18,141,27,582,192.19
260932,14.2,13.65,2.18,140,28,589,192.19
260942,14.2,13.64,2.18,140,31,588,192.19
260952,14.2,13.64,2.19,142,32,585,192.19
260962,14.2,13.64,2.19,139,30,581,192.19
260972,14.2,13.64,2.19,138,29,581,192.19
260981,14.2,13.64,2.19,142,29,577,192.19
260991,14.2,13.64,2.19,142,27,583,192.19
261001,14.2,13.64,2.19,142,26,588,192.17
261011,14.2,13.65,2.19,141,27,591,192.17
261021,14.2,13.64,2.19,140,29,583,192.19
261072,14.2,13.65,2.19,146,27,580,192.17
261083,14.2,13.65,2.19,142,26,586,192.19
261092,14.2,13.65,2.19,142,22,582,192.19
261102,14.2,13.65,2.19,144,24,588,192.19
261111,14.2,13.65,2.19,143,26,589,192.19
261121,14.2,13.65,2.19,138,26,578,192.17
261131,14.2,13.65,2.19,134,24,584,192.19
261141,14.2,13.65,2.19,140,23,582,192.17
261151,14.2,13.65,2.19,142,20,584,192.15
261161,14.2,13.65,2.19,142,16,589,192.19
261171,14.2,13.65,2.19,147,16,585,192.17
261183,14.2,13.65,2.19,147,15,589,192.19
261193,14.2,13.65,2.19,143,17,595,192.19
261202,14.2,13.65,2.19,141,21,591,192.19
261211,14.2,13.65,2.19,142,20,593,192.19
261221,14.19,13.65,2.19,141,19,596,192.17
261231,14.19,13.64,2.19,140,20,590,192.19
261312,14.19,13.64,2.19,139,22,588,192.19
261322,14.19,13.64,2.19,148,19,586,192.17
261353,14.19,13.64,2.19,143,24,598,192.19
261362,14.19,13.64,2.19,143,21,595,192.19
261371,14.19,13.64,2.19,142,22,596,192.19
261381,14.19,13.64,2.19,144,19,595,192.19
261391,14.19,13.64,2.19,145,21,586,192.19
261401,14.19,13.64,2.19,144,24,584,192.17
261411,14.19,13.64,2.19,141,21,582,192.19
261473,14.19,13.65,2.19,141,16,582,192.17
261483,14.19,13.64,2.19,142,20,584,192.17
261662,14.19,13.64,2.19,145,24,585,192.17
261672,14.19,13.65,2.19,145,22,577,192.19
261682,14.19,13.65,2.19,146,18,578,192.17
261692,14.19,13.65,2.19,147,17,578,192.17
261702,14.19,13.65,2.19,145,15,582,192.19
261712,14.19,13.65,2.19,139,16,582,192.17
261722,14.19,13.64,2.19,140,16,583,192.19
261732,14.19,13.64,2.19,142,15,579,192.19
261773,14.19,13.65,2.19,138,16,576,192.19
261783,14.19,13.65,2.19,137,21,577,192.19
261792,14.19,13.65,2.19,134,20,571,192.17
261804,14.19,13.64,2.19,131,20,572,192.19
261813,14.19,13.64,2.19,129,19,570,192.19
261823,14.19,13.64,2.19,131,21,572,192.19
261832,14.19,13.64,2.19,137,21,576,192.19
261841,14.19,13.64,2.19,138,23,584,192.19
261851,14.19,13.65,2.19,139,21,582,192.19
261932,14.19,13.65,2.19,143,26,571,192.17
261942,14.19,13.65,2.19,141,23,576,192.19
261972,14.19,13.65,2.19,145,27,581,192.19
261981,14.19,13.65,2.19,147,28,583,192.19
261991,14.19,13.65,2.19,143,29,576,192.19
262001,14.19,13.65,2.19,142,28,577,192.19
262011,14.19,13.65,2.2,137,24,580,192.19
262021,14.19,13.64,2.2,133,26,591,192.19
262031,14.19,13.64,2.2,131,27,589,192.19
262093,14.18,13.64,2.2,146,29,581,192.19
262104,14.19,13.64,2.2,142,29,578,192.19
262116,14.18,13.64,2.2,140,30,579,192.19
262125,14.19,13.64,2.2,143,28,581,192.17
262135,14.18,13.63,2.2,148,29,582,192.19
262144,14.18,13.63,2.2,145,27,584,192.19
262153,14.19,13.63,2.2,139,29,582,192.17
262162,14.19,13.63,2.2,137,29,586,192.19
262171,14.19,13.63,2.2,134,26,594,192.19
262181,14.18,13.63,2.2,137,24,590,192.19
262242,14.18,13.63,2.2,147,19,580,192.19
262252,14.18,13.63,2.2,150,17,581,192.19
262274,14.18,13.63,2.2,149,18,583,192.19
262284,14.18,13.63,2.2,149,26,592,192.19
262293,14.18,13.63,2.2,146,23,594,192.17
262302,14.18,13.63,2.2,141,23,586,192.19
262311,14.18,13.62,2.2,144,21,584,192.19
262321,14.18,13.62,2.2,147,21,594,192.19
262331,14.18,13.62,2.2,146,21,596,192.19
262361,14.18,13.62,2.2,149,19,580,192.19
262392,14.18,13.61,2.21,144,20,593,192.19
262403,14.18,13.6,2.21,141,16,578,192.19
262413,14.18,13.6,2.21,138,18,576,192.19
262424,14.18,13.6,2.21,134,22,591,192.19
262434,14.18,13.6,2.21,137,23,603,192.19
262443,14.18,13.61,2.2,141,23,587,192.19
262453,14.18,13.61,2.2,143,26,577,192.19
262462,14.18,13.61,2.2,143,29,576,192.19
262471,14.18,13.61,2.21,145,31,577,192.19
262552,14.17,13.6,2.21,131,25,603,192.19
262562,14.17,13.6,2.21,131,29,614,192.19
262882,14.18,13.6,2.21,147,20,595,192.19
262894,14.18,13.61,2.21,143,17,587,192.19
262905,14.18,13.61,2.21,144,21,586,192.19
262915,14.18,13.6,2.21,143,21,584,192.19
262925,14.18,13.6,2.21,140,18,581,192.19
262934,14.18,13.6,2.21,143,21,586,192.19
262943,14.18,13.6,2.21,145,21,595,192.19
262952,14.17,13.61,2.21,146,21,596,192.19
263012,14.17,13.61,2.21,148,25,593,192.19
263025,14.17,13.6,2.2,144,27,591,192.19
263035,14.17,13.6,2.2,140,28,594,192.19
263046,14.17,13.6,2.2,136,26,598,192.21
263055,14.17,13.6,2.2,137,25,599,192.19
263065,14.17,13.6,2.2,138,22,591,192.19
263074,14.17,13.6,2.2,142,21,585,192.19
263083,14.17,13.61,2.21,144,20,585,192.19
263092,14.17,13.61,2.21,146,18,585,192.19
263101,14.17,13.61,2.21,145,18,576,192.19
263172,14.17,13.61,2.21,144,18,577,192.19
263183,14.16,13.61,2.2,143,22,577,192.19
263192,14.16,13.61,2.2,141,20,573,192.19
263202,14.16,13.61,2.2,140,23,577,192.19
263212,14.17,13.6,2.2,137,20,578,192.21
263221,14.16,13.61,2.2,133,4,559,192.14
263231,14.16,13.57,2.22,154,-12,461,192.1
263241,14.16,13.49,2.26,154,-8,529,192.08
263250,14.15,13.43,2.3,165,-15,529,192.03
263260,14.15,13.35,2.34,167,-14,523,191.97
263270,14.14,13.26,2.39,169,-11,542,191.88
263280,14.14,13.17,2.43,172,-6,540,191.82
263290,14.14,13.08,2.49,174,-8,532,191.75
263302,14.13,12.98,2.55,170,0,573,191.7
263312,14.12,12.89,2.59,163,15,632,191.68
263381,14.17,13.76,2.11,125,10,340,192.26
263391,14.17,13.74,2.12,174,-43,128,192.12
263400,14.16,13.57,2.22,208,-57,127,191.95
263410,14.15,13.33,2.35,200,-35,325,191.84
263420,14.14,13.14,2.46,170,3,564,191.82
263431,14.13,13.05,2.51,134,47,769,191.86
263441,14.14,13.1,2.48,88,89,954,192.01
263450,14.15,13.28,2.37,63,106,974,192.15
263462,14.16,13.51,2.24,69,76,780,192.26
263471,14.17,13.69,2.14,107,28,508,192.26
263480,14.17,13.73,2.13,146,-14,304,192.19
263490,14.17,13.65,2.17,171,-25,297,192.12
263500,14.16,13.52,2.24,176,-16,395,192.05
263510,14.15,13.41,2.3,163,2,531,192.03
263520,14.15,13.35,2.33,147,21,628,192.01
263581,14.16,12.78,2.66,236,-58,315,191.35
263591,14.15,12.5,2.83,199,-3,602,191.27
263600,14.15,12.37,2.9,143,70,882,191.35
263612,14.15,12.4,2.88,117,80,891,191.38
263621,14.15,12.48,2.83,115,65,797,191.48
263630,14.15,12.57,2.78,103,74,794,191.55
263640,14.16,12.69,2.71,99,69,751,191.64
263650,14.17,12.82,2.63,99,58,690,191.7
263660,14.18,12.93,2.57,101,42,635,191.75
263670,14.19,13.02,2.51,115,14,558,191.77
263680,14.2,13.08,2.48,133,-28,506,191.73
263732,14.26,13.93,2.03,-51,275,949,192.68
263743,14.13,14.3,1.85,-95,316,771,193.14
263752,13.89,14.61,1.7,-111,297,615,193.5
263763,13.57,14.84,1.57,-81,236,477,193.76
263773,13.23,14.98,1.47,-112,62,515,193.97
263782,12.95,15.1,1.35,-132,-123,607,194.06
263791,12.74,15.23,1.22,-137,-244,595,194.03
263800,12.62,15.35,1.1,-281,-472,823,193.79
263810,12.63,15.55,1.02,-742,-789,1096,193.18
263820,12.8,15.77,1.1,-1098,-926,1261,192.26
263830,13.11,16.1,1.36,-1259,-897,1287,191.09
263892,13.79,18.66,5.82,650,323,1532,186.49
263902,13.55,19.08,6.39,690,387,1961,186.64
263911,13.4,19.4,6.62,609,295,2134,186.85
263922,13.34,19.61,6.58,407,115,2124,187.02
263931,13.31,19.74,6.45,164,10,2026,187.15
263941,13.3,19.82,6.31,-70,-85,1933,187.17
263950,13.3,19.88,6.13,-194,-160,1902,187.15
263960,13.34,19.95,5.89,-74,-153,1821,187.15
263970,13.37,20.01,5.57,177,-71,1589,187.24
263980,13.32,20.01,5.15,365,25,1276,187.36
264042,12.18,18.73,3.16,143,729,-508,187.73
264053,11.92,18.44,3.06,177,770,-679,187.79
264062,11.64,18.16,3.03,256,711,-697,187.86
264073,11.38,17.9,3.07,366,617,-586,187.94
264083,11.11,17.65,3.15,532,518,-437,188.07
264092,10.84,17.38,3.21,628,368,-204,188.2
264101,10.58,17.06,3.24,661,226,49,188.37
264110,10.28,16.63,3.21,690,75,295,188.52
264120,9.94,16.08,3.1,627,-125,633,188.67
264130,9.6,15.39,2.88,626,-272,994,188.86
264140,9.25,14.6,2.54,885,-244,1274,189.14
264201,3.15,5.29,-0.3,2174,809,400,195.98
264211,1.7,2.79,-0.67,2120,1099,305,197.56
264221,0.15,0.06,-1.02,2190,1420,-37,199.13
264232,-1.52,-2.89,-1.26,2132,1528,-313,200.62
264241,-3.21,-5.92,-1.31,1591,1069,28,201.95
264251,-4.62,-8.64,-1.4,648,265,1104,202.49
264260,-5.54,-10.59,-1.78,116,-138,2423,202.67
264270,-6.14,-11.8,-2.61,63,-116,3179,202.56
264280,-6.68,-12.85,-3.84,172,57,2868,202.16
264290,-7.24,-14.05,-5.17,655,560,2079,201.75
264300,-8.01,-15.68,-6.45,1120,1050,1114,201.37
264352,-15.13,-29.73,-10.3,1088,1711,-362,200.87
264362,-16.82,-32.34,-10.71,1093,1073,228,200.59
264373,-18.41,-34.65,-11.22,1156,311,950,200.05
264385,-19.88,-36.67,-11.88,1235,-172,1602,199.33
264394,-21.35,-38.5,-12.68,1405,-133,2000,198.63
264404,-22.93,-40.23,-13.51,1740,247,2136,198.49
264413,-24.81,-42.01,-14.29,2252,801,1938,198.91
264422,-27.1,-44,-14.89,2693,1310,1451,199.94
264431,-29.74,-46.23,-15.27,2948,1680,691,201.54
264440,-32.6,-48.6,-15.4,2950,1991,-195,203.51
264450,-35.43,-50.94,-15.3,2406,2064,-963,205.56
264511,-41.47,-55.55,-16.27,51,643,-837,225
264521,-41.62,-55.42,-16.73,513,809,-717,225
264531,-42.08,-55.46,-17.01,1024,996,-731,225
264542,-42.87,-55.74,-17.07,1372,1151,-921,225
264552,-43.81,-56.18,-17,1470,1213,-1176,225
264561,-44.68,-56.64,-16.9,1354,1177,-1441,225
264570,-45.32,-56.94,-16.81,1178,1148,-1681,225
264580,-45.69,-57.07,-16.72,1011,1120,-1898,225
264590,-45.85,-57.03,-16.64,741,1022,-2009,225
264600,-45.79,-56.83,-16.59,384,833,-1958,225
264610,-45.48,-56.42,-16.63,-112,549,-1730,225
264662,-41.84,-52.37,-18.04,-324,853,-1615,225
264672,-41.39,-51.72,-18.19,-50,930,-1723,225
264681,-41.02,-51.18,-18.27,249,910,-1884,225
264692,-40.63,-50.66,-18.27,536,841,-1889,225
264702,-40.1,-49.99,-18.2,621,688,-1698,225
264711,-39.36,-49.07,-18.14,550,593,-1596,225
264720,-38.36,-47.84,-18.11,314,501,-1575,225
264730,-37.08,-46.29,-18.15,-5,405,-1567,225
264740,-35.54,-44.43,-18.25,-339,336,-1548,225
264750,-33.84,-42.35,-18.4,-713,328,-1563,225
264760,-32.02,-40.12,-18.56,-1058,389,-1615,225
264821,-22.51,-27.08,-18.22,-1069,690,-1586,200.28
264830,-21.23,-25,-17.95,-983,664,-1661,198.72
264852,-18.64,-20.56,-17.31,-861,674,-1733,196.52
264862,-17.29,-18.17,-16.93,-805,751,-1775,195.51
264871,-15.92,-15.68,-16.47,-787,888,-1727,194.98
264881,-14.58,-13.11,-15.9,-821,1034,-1639,194.64
264890,-13.29,-10.54,-15.23,-970,998,-1546,194.37
264900,-11.98,-7.95,-14.46,-1164,852,-1317,194.12
264910,-10.61,-5.29,-13.62,-1366,672,-1036,333.07
264971,-1.99,8.52,-7.58,229,863,-1065,337.82
264982,-1.17,9.58,-6.62,1087,977,-759,338.61
264992,-0.68,10.26,-5.83,1718,829,-217,339.18
265003,-0.37,10.81,-5.22,2012,541,404,339.66
265012,-0.11,11.44,-4.71,2141,410,908,340.15
265022,0.14,12.24,-4.25,2189,441,1097,340.5
265031,0.35,13.13,-3.81,2069,460,1057,340.76
265040,0.56,14.01,-3.36,1804,433,957,341.02
265050,0.77,14.85,-2.87,1540,409,800,341.22
265060,0.97,15.63,-2.35,1264,344,687,341.43
265070,1.16,16.28,-1.83,1029,288,605,341.65
265131,1.03,16.6,0.53,790,-73,1450,341.6
265141,1,16.45,0.68,636,-149,1591,341.65
265151,1.02,16.44,0.86,651,-162,1575,341.68
265163,1.05,16.49,1.04,760,-142,1504,341.64
265172,1.05,16.56,1.23,838,-98,1471,341.48
265181,1.02,16.62,1.38,805,-85,1463,341.43
265190,0.97,16.63,1.5,659,-77,1426,341.24
265199,0.89,16.56,1.59,511,-80,1339,341.09
265281,0.22,14.95,1.46,193,-141,1076,340.26
265292,0.23,14.95,1.43,123,-97,871,340.29
265302,0.25,15.01,1.46,61,-66,663,340.31
265314,0.27,15.09,1.53,22,-27,519,340.32
265323,0.29,15.16,1.62,-6,-13,426,340.31
265332,0.29,15.19,1.72,-49,-48,394,340.43
265441,0.3,15.32,2.25,155,38,546,340.83
265451,0.34,15.45,2.3,101,12,498,340.94
265460,0.39,15.57,2.33,-10,-23,555,341.08
265470,0.45,15.68,2.36,-129,-63,595,341.21
265480,0.54,15.76,2.37,-152,-96,613,341.45
265490,0.62,15.81,2.39,-72,-78,599,341.55
265499,0.67,15.81,2.39,0,-38,610,341.66
265509,0.71,15.79,2.38,33,-22,626,341.77
265520,0.75,15.77,2.37,81,-6,619,341.93
265530,0.8,15.76,2.37,124,29,590,342.05
265539,0.83,15.75,2.38,194,84,548,342.16
265549,0.86,15.77,2.41,303,84,583,342.16
265559,0.86,15.8,2.42,411,55,672,342.16
265571,0.85,15.83,2.42,475,34,764,342.12
265582,0.82,15.83,2.38,449,6,811,342.1
265592,0.79,15.8,2.32,338,-21,822,342.1
265601,0.79,15.73,2.26,270,9,805,342.05
265610,0.77,15.62,2.19,288,59,795,342.04
265620,0.73,15.45,2.1,345,86,785,341.94
265629,0.66,15.23,1.99,399,118,724,341.79
265639,0.56,14.9,1.87,481,164,676,189.29
265649,0.42,14.46,1.72,540,193,676,189.44
265659,0.25,13.89,1.52,622,239,743,189.64
265669,0.03,13.2,1.26,782,269,840,189.92
265679,-0.23,12.4,0.92,935,249,1008,190.22
265690,-0.52,11.49,0.48,1148,271,1226,190.59
265699,-0.87,10.52,-0.06,1399,319,1505,191.05
265709,-1.28,9.49,-0.72,1577,342,1781,191.57
265721,-1.75,8.37,-1.52,1801,407,1965,192.19
265730,-2.32,7.13,-2.43,2083,545,1996,193.1
265740,-3.05,5.68,-3.45,2331,702,1900,193.94
265749,-3.94,3.96,-4.56,2536,874,1740,194.78
265759,-5,1.97,-5.72,2510,992,1694,195.71
265769,-6.17,-0.2,-6.94,2279,1059,1709,196.49
265779,-7.37,-2.42,-8.22,1992,1141,1574,197.19
265789,-8.58,-4.66,-9.48,1773,1269,1226,197.66
265851,-14.9,-17.12,-15.94,1023,787,1267,197.78
265860,-15.84,-18.66,-17.07,1252,579,1792,197.52
265870,-16.87,-20.15,-18.3,1513,519,2047,197.33
265882,-18.07,-21.74,-19.61,1694,627,2045,197.4
265891,-19.46,-23.57,-20.93,1837,825,1842,197.84
265900,-21.1,-25.71,-22.22,2014,1124,1506,198.73
265909,-23.04,-28.17,-23.37,2023,1439,1101,199.96
265919,-25.24,-30.84,-24.33,1814,1660,570,201.42
265929,-27.5,-33.58,-25.11,1417,1735,5,203.01
265939,-29.68,-36.17,-25.76,1041,1752,-501,204.59
266001,-39.95,-47.82,-27.42,893,1764,-2146,225
266012,-41.41,-49.39,-27.33,575,1515,-1997,225
266022,-42.65,-50.69,-27.33,410,1280,-1778,225
266033,-43.77,-51.84,-27.36,443,1101,-1446,225
266043,-44.84,-52.89,-27.36,606,942,-1072,225
266052,-45.92,-53.89,-27.33,804,891,-795,225
266061,-47.04,-54.87,-27.21,982,969,-710,225
266070,-48.18,-55.84,-27.03,1007,1056,-739,225
266079,-49.23,-56.68,-26.84,957,1129,-889,225
266089,-50.08,-57.36,-26.71,982,1158,-1112,225
266099,-50.76,-57.89,-26.64,1033,1136,-1299,225
266160,-51.99,-58.69,-26.91,838,839,-889,206.23
266170,-51.96,-58.61,-27.01,929,890,-919,206.1
266191,-51.84,-58.42,-27.16,1052,928,-1092,206.1
266201,-51.72,-58.3,-27.2,1006,924,-1146,206.2
266210,-51.5,-58.1,-27.27,901,894,-1124,206.27
266219,-51.14,-57.78,-27.36,763,891,-1083,206.3
266229,-50.66,-57.36,-27.48,620,884,-1054,206.3
266240,-50.07,-56.81,-27.66,454,835,-1087,206.27
266249,-49.38,-56.17,-27.88,292,734,-1149,206.18
266259,-48.6,-55.43,-28.16,156,678,-1233,206.1
266311,-44.63,-51.6,-29.33,21,939,-1441,205.51
266321,-43.79,-50.73,-29.48,-118,891,-1413,205.14
266331,-42.83,-49.71,-29.66,-246,825,-1317,204.7
266342,-41.74,-48.5,-29.9,-375,763,-1265,204.09
266352,-40.55,-47.13,-30.22,-571,720,-1290,203.19
266361,-39.21,-45.56,-30.6,-747,709,-1323,202.31
266370,-37.73,-43.8,-31.02,-742,801,-1443,201.47
266379,-36.22,-41.94,-31.39,-575,955,-1629,200.64
266389,-34.75,-40.09,-31.64,-357,1044,-1935,199.93
266399,-33.37,-38.35,-31.76,-142,1122,-2310,199.23
266409,-32.08,-36.72,-31.68,-11,1123,-2293,198.54
266471,-24.68,-26.35,-29.35,-272,581,-1467,193.9
266480,-23.49,-24.55,-28.75,-266,562,-1347,193.19
266501,-21.19,-20.83,-27.53,-444,573,-1289,191.97
266511,-20.02,-18.94,-26.92,-448,573,-1497,337.29
266520,-18.87,-17.08,-26.18,-335,566,-1572,337.5
266529,-17.77,-15.24,-25.32,-122,564,-1479,337.49
266539,-16.76,-13.46,-24.38,125,586,-1343,337.39
266549,-15.86,-11.73,-23.42,270,600,-1202,337.23
266559,-15.05,-10.06,-22.45,283,561,-1086,336.96
266569,-14.26,-8.35,-21.43,276,517,-989,336.58
266621,-10.83,1.41,-15.28,499,274,-479,333.66
266631,-10.27,3.4,-13.97,261,160,-311,333.15
266641,-9.71,5.33,-12.67,-6,20,-100,332.9
266652,-9.13,7.21,-11.4,-149,-81,29,332.79
266661,-8.57,8.97,-10.15,-222,-129,142,332.85
266671,-8.06,10.58,-8.94,-233,-116,244,333
266680,-7.61,11.95,-7.8,-101,-48,391,333.27
266689,-7.27,13.05,-6.77,64,-10,540,333.6
266699,-7.01,13.89,-5.88,168,-35,723,333.98
266709,-6.8,14.46,-5.14,267,-92,857,334.48
266719,-6.62,14.83,-4.49,345,-113,962,334.99
266780,-5.52,15.11,-1.96,1378,95,1251,338.78
266790,-5.45,15.04,-1.71,1619,166,1250,338.94
266811,-5.53,14.9,-1.41,1682,233,1253,339.02
266821,-5.61,14.9,-1.31,1630,230,1222,338.87
266830,-5.69,14.93,-1.21,1521,222,1194,338.77
266839,-5.78,14.99,-1.11,1310,209,1161,338.63
266849,-5.85,15.1,-1,1037,179,1120,338.48
266859,-5.89,15.25,-0.86,784,136,1065,338.42
266869,-5.89,15.43,-0.7,586,75,1070,338.33
266879,-5.87,15.62,-0.54,441,4,1135,338.25
266930,-5.93,16.12,-0.16,216,-68,1109,337.66
266941,-5.99,16.06,-0.18,126,-117,1119,337.57
266951,-6.03,15.97,-0.23,70,-140,1098,337.52
266962,-6.06,15.89,-0.28,89,-128,1034,337.47
