tick,q1,q2,q3,q4,yaw,pitch,roll,axR,ayR,azR,axW,ayW,azW,temp,Head1,Head2
9811206,0.99,0.01,-0.01,0.13,-14.38,1.29,0.59,1,-4,60,0,-4,59,35,4,251
9811233,0.99,0.01,-0.01,0.13,-14.38,1.29,0.59,4,-1,56,3,0,56,35,4,251
9811260,0.99,0.01,-0.01,0.13,-14.38,1.29,0.60,1,0,54,0,0,54,35,4,251
9811286,0.99,0.01,-0.01,0.13,-14.38,1.29,0.60,1,2,60,0,1,60,35,4,251
9811313,0.99,0.01,-0.01,0.13,-14.38,1.29,0.60,1,7,61,-1,6,61,35,4,250
9811339,0.99,0.01,-0.01,0.13,-14.38,1.29,0.60,4,5,55,1,4,55,35,4,250
9811365,0.99,0.01,-0.01,0.13,-14.38,1.29,0.60,3,3,54,1,2,54,35,4,250
9811392,0.99,0.01,-0.01,0.13,-14.38,1.29,0.60,-21,-1,45,-20,-6,44,35,4,250
9811419,0.99,0.01,-0.01,0.12,-14.37,1.28,0.61,-15,29,59,-22,23,58,35,4,250
9811447,0.99,0.01,-0.01,0.12,-14.36,1.26,0.62,-9,25,75,-16,20,75,35,4,250
9811474,0.99,0.01,-0.01,0.12,-14.35,1.26,0.63,-47,19,52,-51,5,51,35,4,250
9811501,0.99,0.01,-0.01,0.12,-14.35,1.31,0.62,-79,-8,31,-75,-27,29,35,4,249
9811538,0.99,0.01,-0.01,0.13,-14.76,1.00,0.61,131,16,73,121,47,75,35,4,249
9811559,0.99,0.01,-0.01,0.13,-14.59,0.91,0.69,120,258,77,50,278,82,35,4,249
9811587,0.99,0.01,-0.01,0.13,-14.52,0.83,0.78,51,541,68,-87,535,76,35,4,249
9811614,0.99,0.01,-0.01,0.13,-14.52,0.79,0.80,-2,382,42,-98,368,47,35,4,249
9811642,0.99,0.01,-0.01,0.13,-14.52,0.79,0.81,-6,292,47,-79,280,51,35,4,249
9811669,0.99,0.01,-0.01,0.13,-14.51,0.79,0.80,-7,218,47,-61,208,49,35,4,249
9811697,0.99,0.01,-0.01,0.13,-14.51,0.79,0.80,-4,155,44,-43,148,46,35,4,249
9811725,0.99,0.01,-0.01,0.13,-14.51,0.79,0.80,0,110,47,-28,105,48,35,4,249
9811752,0.99,0.01,-0.01,0.13,-14.51,0.79,0.80,4,82,45,-17,79,46,35,4,249
9811779,0.99,0.01,-0.01,0.13,-14.51,0.79,0.80,-11,64,41,-27,58,41,35,4,249
9811806,0.99,0.01,-0.01,0.13,-14.50,0.79,0.80,-11,49,37,-23,44,37,35,4,248
9811834,0.99,0.01,-0.01,0.13,-14.50,0.81,0.80,-9,33,36,-17,29,36,35,4,248
9811861,0.99,0.01,-0.01,0.13,-14.50,0.83,0.80,-7,24,48,-13,20,48,35,4,248
9811888,0.99,0.01,-0.01,0.13,-14.50,0.84,0.80,-3,15,59,-7,12,59,35,4,248
9811915,0.99,0.01,0.42,1.52,-72.22,-13.37,21.74,6726,-10676,-23602,1894,3114,-27613,35,4,248
9811957,0.99,0.01,-0.01,0.13,-14.92,1.53,0.44,-84,85,46,-104,59,44,35,4,248
9811979,0.99,0.01,-0.01,0.13,-15.04,1.34,0.47,-90,75,43,-107,48,41,35,4,247
9812007,0.99,0.01,-0.01,0.13,-15.19,1.18,0.47,32,53,69,15,58,70,35,4,247
9812034,0.99,0.01,-0.01,0.13,-15.26,1.07,0.48,67,57,67,48,71,68,35,4,247
9812061,0.99,0.01,-0.01,0.13,-15.22,0.95,0.49,62,69,54,40,82,55,35,4,247
9812088,0.99,0.01,-0.01,0.13,-15.21,0.79,0.52,46,75,15,24,84,16,35,4,247
9812115,0.99,0.01,-0.00,0.13,-15.24,0.60,0.53,2,65,21,-15,62,21,35,4,247
9812142,0.99,0.01,-0.00,0.13,-15.27,0.45,0.53,61,61,61,42,74,62,35,4,247
9812169,0.99,0.00,-0.00,0.13,-15.22,0.32,0.53,177,-7,94,172,38,94,35,4,247
9812197,0.99,0.00,-0.00,0.13,-15.18,0.24,0.51,219,-40,85,221,17,85,35,4,247
9812224,0.99,0.00,-0.00,0.13,-15.24,0.19,0.50,313,29,121,294,109,122,35,4,247
9812252,0.99,0.00,-0.00,0.13,-15.41,0.23,0.48,345,34,121,323,123,122,35,4,247
9812280,0.99,0.00,-0.00,0.14,-15.53,0.29,0.45,235,55,74,211,115,75,35,4,247
9812308,0.99,0.00,-0.00,0.14,-15.54,0.35,0.49,20,59,38,3,61,38,35,4,247
9812335,0.99,0.00,-0.00,0.13,-15.48,0.36,0.51,-1665,27375,11819,-8952,25814,12050,35,4,247
9812367,0.99,0.01,0.00,0.14,-15.83,0.00,0.61,28,5,31,25,12,31,35,4,247
9812394,0.99,0.01,0.00,0.14,-15.83,-0.05,0.64,41,-5,39,40,5,38,35,4,247
9812422,0.99,0.01,0.00,0.14,-15.83,-0.10,0.66,3,-28,29,10,-26,28,35,4,247
9812449,0.99,0.01,0.00,0.14,-15.77,-0.10,0.69,16,-62,21,32,-55,20,35,4,247
9812477,0.99,0.01,0.00,0.14,-15.67,-0.07,0.71,4,3,27,3,3,27,35,4,247
9812503,0.99,0.01,0.00,0.14,-15.58,-0.07,0.74,7,-5,42,8,-3,41,35,4,247
9812530,0.99,0.01,0.00,0.14,-15.53,-0.06,0.78,21,-21,62,26,-15,61,35,4,247
9812558,0.99,0.01,0.00,0.13,-15.47,-0.07,0.83,-20,-31,46,-10,-35,45,35,4,247
9812586,0.99,0.01,0.00,0.13,-15.43,-0.06,0.88,-41,-110,41,-10,-117,39,35,4,247
9812614,0.99,0.01,0.00,0.13,-15.43,-0.04,0.90,-77,39,4,-84,17,4,35,4,247
9812641,0.99,0.01,0.00,0.13,-15.42,-0.01,0.95,-71,47,10,-80,26,10,35,4,247
9812669,0.99,0.01,0.00,0.13,-15.39,0.02,0.99,-83,17,8,-84,-5,8,35,4,247
9812696,0.99,0.01,0.00,0.13,-15.39,0.07,1.04,-49,-9,34,-44,-22,33,35,4,247
9812723,0.99,0.01,0.00,0.13,-15.41,0.12,1.08,-46,-73,31,-24,-83,29,35,4,247
9812757,0.99,0.01,0.00,0.13,-15.39,-0.14,1.12,51,40,47,38,51,47,35,4,247
9812781,0.99,0.01,0.00,0.13,-15.42,-0.17,1.10,54,18,76,47,30,76,35,4,247
9812808,0.99,0.01,0.00,0.13,-15.45,-0.18,1.06,26,33,94,17,37,94,35,4,247
9812836,0.99,0.01,0.00,0.13,-15.47,-0.19,1.01,20,22,86,14,25,86,35,4,247
9812863,0.99,0.01,0.00,0.13,-15.48,-0.18,0.95,50,0,85,48,12,84,35,4,247
9812890,0.99,0.01,0.00,0.13,-15.50,-0.18,0.89,48,2,108,46,13,107,35,4,247
9812917,0.99,0.01,0.00,0.14,-15.53,-0.17,0.80,66,-12,108,67,4,107,35,4,245
9812945,0.99,0.01,0.00,0.14,-15.56,-0.16,0.71,86,-112,143,113,-86,141,35,4,242
9812973,0.99,0.00,0.00,0.14,-15.55,-0.12,0.55,172,-117,143,197,-67,141,35,4,238
9813002,0.99,0.00,0.00,0.14,-15.57,-0.04,0.41,233,-134,104,260,-67,102,35,4,233
9813030,0.99,0.00,0.00,0.14,-15.57,0.04,0.29,300,-209,160,345,-121,159,35,3,227
9813059,0.99,0.00,-0.00,0.14,-15.53,0.13,0.17,257,-317,243,332,-237,242,35,3,221
9813087,0.99,0.00,-0.00,0.13,-15.48,0.21,-0.01,240,-425,412,343,-345,412,35,3,215
9813115,0.99,-0.00,-0.00,0.13,-15.48,0.25,-0.26,211,-427,633,313,-353,635,35,3,211
9813148,0.97,0.04,0.05,0.24,-27.37,-4.10,5.55,-2567,1774,963,-2972,326,1311,35,3,197
9813176,0.97,0.04,0.05,0.24,-27.87,-4.61,6.00,-2447,2024,897,-2978,575,1297,35,3,223
9813206,0.97,0.04,0.06,0.25,-28.33,-5.14,6.51,-2277,2258,806,-2941,836,1257,35,4,246
9813235,0.97,0.05,0.06,0.25,-28.76,-5.66,7.13,-2132,2448,757,-2902,1045,1261,35,4,274
9813265,0.96,0.05,0.07,0.25,-29.15,-6.18,7.86,-1947,2577,812,-2786,1213,1361,35,5,292
9813294,0.96,0.06,0.08,0.26,-29.56,-6.71,8.65,-1775,2625,887,-2637,1303,1472,35,5,300
9813324,0.96,0.06,0.08,0.26,-29.92,-7.27,9.37,-1541,2649,870,-2441,1416,1477,35,5,303
9813353,0.96,0.07,0.09,0.26,-30.21,-7.81,9.96,-1247,2703,735,-2234,1603,1353,35,5,306
9813383,0.96,0.07,0.09,0.26,-30.43,-8.30,10.38,-940,2688,464,-2019,1759,1071,35,5,307
9813413,0.96,0.07,0.10,0.27,-30.60,-8.76,10.63,-634,2685,167,-1825,1933,753,35,5,308
9813442,0.96,0.07,0.10,0.27,-30.71,-9.14,10.72,-292,2756,-56,-1626,2187,504,35,5,310
9813472,0.96,0.07,0.11,0.27,-30.70,-9.48,10.79,6,2765,-139,-1399,2358,381,35,5,309
9813501,0.96,0.07,0.11,0.27,-30.57,-9.81,11.02,288,2676,-47,-1090,2425,416,35,5,307
9813537,0.97,0.10,0.08,0.19,-20.65,-6.72,12.46,4417,-2486,-1022,4728,-446,-2043,35,5,306
9813563,0.98,0.10,0.07,0.19,-20.63,-6.19,12.54,4174,-2478,-990,4523,-533,-1948,35,5,304
9813593,0.98,0.10,0.07,0.18,-20.59,-5.72,12.69,3921,-2510,-1006,4310,-652,-1918,35,5,302
9813623,0.98,0.10,0.07,0.18,-20.53,-5.25,12.90,3664,-2684,-1131,4122,-882,-2031,35,5,299
9813653,0.98,0.11,0.06,0.18,-20.48,-4.77,13.19,3405,-2923,-1278,3952,-1162,-2190,35,5,296
9813684,0.98,0.11,0.06,0.18,-20.49,-4.29,13.51,3132,-3168,-1368,3782,-1454,-2300,35,5,294
9813714,0.97,0.11,0.06,0.18,-20.60,-3.80,13.80,2810,-3407,-1411,3575,-1763,-2366,35,5,293
9813744,0.97,0.11,0.05,0.19,-20.76,-3.35,14.03,2440,-3622,-1394,3328,-2077,-2370,35,5,291
9813775,0.97,0.12,0.05,0.19,-21.00,-2.86,14.21,2122,-3806,-1328,3129,-2354,-2325,35,5,289
9813806,0.97,0.12,0.04,0.19,-21.30,-2.38,14.39,1770,-3889,-1163,2880,-2572,-2165,35,5,287
9813835,0.97,0.12,0.04,0.19,-21.62,-1.88,14.63,1447,-3732,-915,2582,-2583,-1874,35,4,285
9813866,0.97,0.12,0.04,0.20,-21.94,-1.39,14.92,1234,-3402,-574,2327,-2423,-1460,35,4,283
9813896,0.94,-0.87,1.54,-1.18,-10.89,-9.10,-77.23,10325,-22148,6845,21758,-23710,-28423,35,4,280
9813937,0.98,0.05,0.05,0.18,-20.00,-4.35,6.59,-3093,-738,440,-2588,-1805,585,35,4,276
9813959,0.98,0.05,0.05,0.17,-19.68,-4.51,6.21,-3178,-757,608,-2652,-1846,770,35,4,268
9813989,0.98,0.04,0.05,0.17,-19.45,-4.71,5.81,-3293,-618,825,-2789,-1752,1025,35,4,258
9814019,0.98,0.04,0.05,0.17,-19.23,-4.94,5.34,-3315,-407,951,-2870,-1549,1190,35,4,245
9814048,0.98,0.03,0.05,0.17,-19.04,-5.14,4.87,-3292,-234,940,-2910,-1358,1207,35,4,231
9814078,0.98,0.03,0.05,0.16,-18.86,-5.30,4.37,-3137,159,845,-2906,-912,1140,35,3,218
9814107,0.99,0.02,0.05,0.16,-18.58,-5.50,3.76,-3087,289,642,-2927,-739,952,35,3,207
9814136,0.99,0.02,0.05,0.16,-18.34,-5.60,3.16,-3105,443,365,-3027,-571,689,35,3,192
9814165,0.99,0.02,0.05,0.16,-18.21,-5.56,2.70,-3144,721,123,-3179,-304,460,35,3,190
9814195,0.99,0.01,0.05,0.16,-18.26,-5.48,2.39,-3138,960,74,-3255,-75,413,35,3,188
9814223,0.99,0.01,0.05,0.16,-18.56,-5.39,2.24,-3132,1041,265,-3256,-14,598,35,5,288
9814252,0.98,0.01,0.05,0.17,-19.01,-5.36,2.27,-3063,1328,782,-3231,250,1116,35,5,329
9814283,0.98,0.01,0.05,0.17,-19.56,-5.46,2.32,-3052,1615,1239,-3270,490,1587,35,5,329
9814317,0.95,0.08,0.13,0.28,-31.68,-11.30,13.19,951,2909,573,-522,2893,1023,35,5,326
9814344,0.95,0.08,0.13,0.27,-31.41,-11.41,13.25,1249,2772,651,-173,2935,1008,35,5,322
9814373,0.95,0.08,0.13,0.27,-31.15,-11.51,13.24,1555,2566,758,223,2920,999,35,5,318
9814403,0.95,0.08,0.13,0.27,-30.92,-11.65,13.36,1870,2350,868,634,2895,991,35,5,315
9814432,0.95,0.09,0.13,0.27,-30.70,-11.87,13.66,2179,2057,914,1058,2805,905,35,5,314
9814461,0.95,0.09,0.14,0.27,-30.51,-12.12,14.16,2480,1756,887,1457,2708,748,35,5,315
9814491,0.95,0.10,0.14,0.27,-30.37,-12.40,14.77,2794,1613,791,1763,2758,557,35,5,313
9814520,0.95,0.10,0.14,0.27,-30.25,-12.67,15.35,3095,1525,561,1983,2866,251,35,5,312
9814550,0.95,0.10,0.15,0.27,-30.11,-12.91,15.88,3358,1451,241,2132,2978,-128,35,5,311
9814580,0.95,0.11,0.15,0.26,-29.91,-13.13,16.28,3594,1317,-96,2279,3028,-536,35,5,310
9814609,0.95,0.11,0.15,0.26,-29.72,-13.27,16.52,3817,1096,-426,2456,2998,-960,35,5,309
9814639,0.95,0.11,0.15,0.26,-29.55,-13.33,16.52,4028,939,-672,2624,3001,-1286,35,5,309
9814669,0.95,0.11,0.15,0.26,-29.39,-13.31,16.17,4198,829,-864,2763,3007,-1541,35,5,309
9814707,0.97,0.12,0.10,0.17,-18.81,-9.03,15.99,1629,-3899,-884,2500,-2771,-2167,35,5,307
9814732,0.97,0.12,0.10,0.17,-18.57,-8.75,15.83,1362,-3841,-778,2259,-2851,-1993,35,5,306
9814762,0.97,0.12,0.10,0.17,-18.36,-8.39,15.77,1107,-3715,-580,2028,-2877,-1722,35,5,304
9814793,0.97,0.12,0.09,0.17,-18.22,-8.01,15.76,868,-3591,-324,1825,-2905,-1404,35,5,302
9814823,0.97,0.12,0.09,0.17,-18.12,-7.69,15.69,594,-3450,-7,1597,-2943,-1019,35,5,300
9814853,0.97,0.12,0.09,0.17,-18.03,-7.45,15.50,310,-3304,304,1351,-2979,-632,35,5,297
9814882,0.98,0.12,0.09,0.16,-17.93,-7.30,15.18,88,-3173,514,1143,-2984,-350,35,5,294
9814912,0.98,0.12,0.08,0.16,-17.80,-7.19,14.80,-88,-3066,572,951,-2963,-223,35,5,289
9814942,0.98,0.11,0.08,0.16,-17.65,-7.12,14.38,-229,-2944,545,768,-2896,-178,35,4,284
9814972,0.98,0.11,0.08,0.16,-17.46,-7.09,13.92,-404,-2856,455,550,-2860,-199,35,4,278
9815002,0.98,0.11,0.08,0.16,-17.30,-7.07,13.41,-562,-2833,310,358,-2867,-288,35,4,272
9815031,0.98,0.10,0.08,0.16,-17.16,-7.04,12.83,-670,-2859,153,228,-2903,-404,35,4,266
9815061,0.98,0.10,0.08,0.15,-17.06,-6.97,12.23,-764,-2874,54,120,-2935,-463,35,4,260
9815097,0.99,0.01,0.03,0.14,-15.81,-2.91,1.20,-1593,1031,29,-1809,557,131,35,4,256
9815122,0.99,0.01,0.02,0.14,-15.62,-2.72,0.98,-1682,967,120,-1871,477,216,35,4,252
9815151,0.99,0.00,0.02,0.13,-15.48,-2.53,0.81,-1942,829,316,-2075,279,413,35,4,250
9815181,0.99,0.00,0.02,0.13,-15.36,-2.28,0.74,-1968,897,731,-2102,342,820,35,4,249
9815209,0.99,0.00,0.02,0.13,-15.24,-2.10,0.66,-2031,1058,1117,-2193,485,1202,35,4,247
9815239,0.99,0.00,0.02,0.13,-15.13,-2.05,0.58,-2022,1165,1343,-2204,596,1425,35,4,246
9815268,0.99,0.00,0.02,0.13,-15.03,-2.03,0.56,-1915,1265,1348,-2126,724,1427,35,4,245
9815298,0.99,0.00,0.02,0.13,-14.93,-2.08,0.63,-1792,1276,1199,-2013,769,1277,35,4,245
9815327,0.99,0.00,0.02,0.13,-14.83,-2.16,0.72,-1669,1231,905,-1890,760,982,35,4,245
9815356,0.99,0.00,0.02,0.13,-14.72,-2.25,0.85,-1546,1156,538,-1764,722,615,35,4,245
9815386,0.99,0.01,0.02,0.13,-14.64,-2.28,0.99,-1364,1132,171,-1596,748,244,35,4,244
9815415,0.99,0.01,0.02,0.13,-14.61,-2.25,1.13,-1311,952,-2,-1507,589,68,35,4,244
9815443,0.99,0.01,0.02,0.13,-14.70,-2.15,1.56,-1274,998,232,-1474,636,306,35,4,244
9815477,0.99,0.06,0.03,0.13,-14.70,-2.24,7.44,122,-157,87,163,-128,61,35,4,245
9815504,0.99,0.06,0.03,0.13,-14.71,-2.24,7.41,128,-176,86,174,-145,57,35,4,245
9815532,0.99,0.06,0.03,0.13,-14.73,-2.27,7.39,122,-175,74,167,-144,45,35,4,245
9815560,0.99,0.06,0.03,0.13,-14.76,-2.30,7.38,104,-161,60,145,-133,34,35,4,245
9815588,0.99,0.06,0.03,0.13,-14.79,-2.32,7.39,84,-132,49,118,-110,28,35,4,245
9815617,0.99,0.06,0.03,0.13,-14.82,-2.33,7.39,56,-118,37,86,-102,19,35,4,246
9815644,0.99,0.06,0.03,0.13,-14.84,-2.32,7.38,46,-105,31,73,-92,15,35,4,246
9815672,0.99,0.06,0.03,0.13,-14.86,-2.30,7.36,30,-97,37,56,-89,23,35,4,246
9815700,0.99,0.06,0.03,0.13,-14.86,-2.26,7.33,25,-84,33,47,-77,20,35,4,246
9815728,0.99,0.06,0.03,0.13,-14.85,-2.22,7.28,31,-112,56,62,-105,40,35,4,246
9815755,0.99,0.06,0.03,0.13,-14.83,-2.18,7.26,82,-99,55,108,-79,38,35,4,246
9815783,0.99,0.06,0.03,0.13,-14.80,-2.20,7.18,400,534,-200,235,638,-146,35,4,246
9815812,0.99,0.06,0.03,0.13,-14.80,-2.38,6.76,109,199,-78,48,227,-58,35,4,246
9815840,0.99,0.05,0.03,0.13,-14.75,-2.45,6.43,7,-5,39,10,-6,37,35,4,246
9815877,0.99,0.04,0.03,0.13,-14.79,-3.12,5.53,32,-121,10,62,-108,-3,35,4,246
9815897,0.99,0.04,0.03,0.13,-14.82,-3.11,5.53,32,-120,8,62,-107,-5,35,4,246
9815925,0.99,0.04,0.03,0.13,-14.83,-3.11,5.53,34,-114,8,62,-101,-4,35,4,246
9815953,0.99,0.04,0.03,0.13,-14.86,-3.10,5.54,36,-105,8,62,-92,-4,35,4,246
9815981,0.99,0.04,0.03,0.13,-14.87,-3.09,5.54,40,-100,13,65,-86,1,35,4,246
9816008,0.99,0.04,0.03,0.13,-14.89,-3.08,5.54,46,-95,19,70,-80,7,35,4,246
9816036,0.99,0.04,0.03,0.13,-14.89,-3.09,5.55,58,-96,23,82,-78,10,35,4,246
9816063,0.99,0.04,0.03,0.13,-14.89,-3.09,5.55,64,-102,24,89,-83,10,35,4,246
9816091,0.99,0.04,0.03,0.13,-14.89,-3.10,5.55,63,-105,17,88,-85,3,35,4,246
9816118,0.99,0.04,0.03,0.13,-14.90,-3.11,5.54,53,-106,10,79,-88,-3,35,4,246
9816146,0.99,0.04,0.03,0.13,-14.91,-3.12,5.54,44,-96,2,67,-80,-9,35,4,246
9816174,0.99,0.04,0.03,0.13,-14.91,-3.12,5.53,39,-88,0,60,-74,-10,35,4,246
9816201,0.99,0.04,0.03,0.13,-14.91,-3.12,5.53,43,-84,3,63,-69,-7,35,4,246
9816229,0.99,0.04,0.03,0.13,-14.91,-3.12,5.53,45,-89,6,66,-74,-5,35,4,246
9816267,0.99,0.04,0.03,0.13,-14.95,-3.16,5.44,42,-85,-1,62,-70,-11,35,4,246
9816289,0.99,0.04,0.03,0.13,-14.96,-3.16,5.44,37,-77,2,55,-64,-7,35,4,246
9816317,0.99,0.04,0.03,0.13,-14.96,-3.16,5.44,35,-78,0,53,-65,-9,35,4,246
9816344,0.99,0.04,0.03,0.13,-14.97,-3.16,5.44,33,-80,-8,51,-67,-17,35,4,246
9816372,0.99,0.04,0.03,0.13,-14.98,-3.16,5.43,35,-77,-7,52,-64,-16,35,4,246
9816400,0.99,0.04,0.03,0.13,-14.98,-3.15,5.43,33,-76,-2,51,-64,-10,35,4,246
9816427,0.99,0.04,0.03,0.13,-14.99,-3.15,5.43,34,-82,0,53,-69,-9,35,4,246
9816455,0.99,0.04,0.03,0.13,-15.00,-3.15,5.43,35,-81,2,54,-68,-7,35,4,246
9816482,0.99,0.04,0.03,0.13,-15.00,-3.15,5.43,34,-82,-1,53,-69,-10,35,4,245
9816510,0.99,0.04,0.03,0.13,-15.01,-3.15,5.43,27,-80,-4,46,-69,-13,35,4,246
9816538,0.99,0.04,0.03,0.13,-15.02,-3.14,5.44,28,-70,-5,44,-59,-13,35,4,246
9816566,0.99,0.04,0.03,0.13,-15.02,-3.13,5.44,27,-74,-2,44,-63,-10,35,4,245
9816593,0.99,0.04,0.03,0.13,-15.02,-3.12,5.44,29,-78,0,48,-67,-8,35,4,246
9816621,0.99,0.04,0.03,0.13,-15.03,-3.12,5.44,37,-73,4,54,-60,-4,35,4,245
9816656,0.99,0.04,0.03,0.13,-15.11,-3.12,5.38,26,-40,2,35,-31,-3,35,4,245
9816678,0.99,0.04,0.03,0.13,-15.12,-3.12,5.37,29,-34,10,37,-25,5,35,4,246
9816706,0.99,0.04,0.03,0.13,-15.12,-3.12,5.37,34,-48,10,45,-37,3,35,4,245
9816733,0.99,0.04,0.03,0.13,-15.13,-3.13,5.36,39,-53,9,52,-41,1,35,4,245
9816761,0.99,0.04,0.03,0.13,-15.14,-3.14,5.35,37,-45,5,47,-33,-1,35,4,245
9816788,0.99,0.04,0.03,0.13,-15.14,-3.15,5.35,42,-27,0,47,-14,-4,35,4,246
9816815,0.99,0.04,0.03,0.13,-15.13,-3.16,5.35,40,-38,0,48,-25,-5,35,4,245
9816843,0.99,0.04,0.03,0.13,-15.13,-3.18,5.34,37,-50,-4,48,-37,-10,35,4,245
9816870,0.99,0.04,0.03,0.13,-15.13,-3.18,5.33,29,-48,-9,39,-37,-15,35,4,246
9816898,0.99,0.04,0.03,0.13,-15.13,-3.18,5.33,26,-44,-4,36,-35,-9,35,4,245
9816926,0.99,0.04,0.03,0.13,-15.12,-3.19,5.33,29,-35,-4,36,-25,-8,35,4,245
9816953,0.99,0.04,0.03,0.13,-15.11,-3.20,5.32,26,-43,-4,35,-34,-9,35,4,245
9816981,0.99,0.04,0.03,0.13,-15.11,-3.20,5.31,21,-51,-8,32,-42,-13,35,4,245
9817009,0.99,0.04,0.03,0.13,-15.10,-3.20,5.31,24,-45,0,34,-36,-5,35,4,246
9817046,0.99,0.04,0.03,0.13,-15.10,-3.16,5.24,16,-38,-10,24,-31,-14,35,4,245
9817067,0.99,0.04,0.03,0.13,-15.09,-3.16,5.24,16,-38,-1,25,-32,-5,35,4,245
9817094,0.99,0.04,0.03,0.13,-15.09,-3.14,5.24,23,-40,0,32,-32,-4,35,4,245
9817122,0.99,0.04,0.03,0.13,-15.09,-3.13,5.25,30,-36,-3,37,-26,-7,35,4,246
9817150,0.99,0.04,0.03,0.13,-15.09,-3.13,5.25,24,-35,3,32,-27,-1,35,4,245
9817177,0.99,0.04,0.03,0.13,-15.09,-3.12,5.24,24,-29,-7,30,-20,-10,35,4,246
9817205,0.99,0.04,0.03,0.13,-15.09,-3.12,5.24,27,-25,-4,32,-16,-7,35,4,245
9817232,0.99,0.04,0.03,0.13,-15.10,-3.11,5.24,34,-22,0,38,-12,-3,35,4,246
9817260,0.99,0.04,0.03,0.13,-15.09,-3.12,5.23,42,-20,-1,45,-8,-5,35,4,246
9817287,0.99,0.04,0.03,0.13,-15.08,-3.13,5.22,40,-33,-1,46,-21,-6,35,4,245
9817315,0.99,0.04,0.03,0.13,-15.08,-3.15,5.21,34,-39,-2,42,-28,-7,35,4,246
9817342,0.99,0.04,0.03,0.13,-15.08,-3.15,5.20,30,-41,-7,38,-30,-12,35,4,246
9817370,0.99,0.04,0.03,0.13,-15.08,-3.16,5.19,17,-43,-5,27,-36,-9,35,4,245
9817398,0.99,0.04,0.03,0.13,-15.08,-3.17,5.19,6,-46,-5,17,-42,-9,35,4,246
9817425,-0.46,-0.07,-1.05,-1.93,-109.67,-7.90,54.76,7836,31846,-23119,15393,-23217,-5237,35,4,245
9817466,0.99,0.04,0.03,0.13,-15.06,-3.15,5.16,22,-31,-10,28,-23,-13,35,4,246
9817487,0.99,0.04,0.03,0.13,-15.07,-3.16,5.15,19,-28,0,25,-21,-3,35,4,246
9817514,0.99,0.04,0.03,0.13,-15.07,-3.17,5.15,17,-23,-4,22,-17,-6,35,4,245
9817542,0.99,0.04,0.03,0.13,-15.07,-3.18,5.15,19,-18,-5,22,-11,-7,35,4,245
9817570,0.99,0.04,0.03,0.13,-15.07,-3.18,5.14,27,-22,-12,30,-13,-15,35,4,245
9817598,0.99,0.04,0.03,0.13,-15.07,-3.20,5.13,27,-33,-13,33,-23,-17,35,4,245
9817625,0.99,0.04,0.03,0.13,-15.09,-3.21,5.13,30,-36,1,38,-26,-3,35,4,245
9817653,0.99,0.04,0.03,0.13,-15.09,-3.23,5.12,36,-35,1,43,-24,-4,35,4,245
9817680,0.99,0.04,0.03,0.13,-15.11,-3.24,5.11,32,-37,8,41,-27,2,35,4,245
9817708,0.99,0.04,0.03,0.13,-15.13,-3.26,5.10,29,-32,10,37,-23,5,35,4,245
9817735,0.99,0.04,0.03,0.13,-15.15,-3.29,5.09,34,-30,10,41,-20,5,35,4,244
9817763,0.99,0.04,0.03,0.13,-15.17,-3.31,5.08,52,-33,12,59,-18,6,35,4,244
9817790,0.99,0.04,0.03,0.13,-15.19,-3.35,5.07,68,-46,15,78,-27,6,35,4,244
9817817,0.99,0.04,0.04,0.13,-15.22,-3.39,5.06,84,-52,27,96,-29,17,35,4,243
9817845,1.85,-0.94,-0.75,1.71,-32.77,-3.30,-51.03,5873,-15875,25544,-5388,703,21718,35,4,240
9817886,0.99,0.02,0.04,0.15,-17.06,-4.13,2.66,-1846,-2289,728,-1029,-2747,751,35,4,234
9817910,0.99,0.01,0.04,0.15,-17.44,-4.14,2.18,-2189,-2540,770,-1260,-3091,828,35,3,225
9817940,0.99,0.01,0.04,0.16,-18.05,-4.15,2.02,-2424,-2481,916,-1457,-3121,1000,35,3,215
9817970,0.99,0.01,0.04,0.16,-18.80,-4.24,2.20,-2614,-2122,1260,-1681,-2868,1367,35,3,198
9818000,0.98,0.01,0.04,0.17,-19.61,-4.44,2.50,-2789,-1807,1548,-1877,-2663,1678,35,3,200
9818030,0.98,0.02,0.04,0.18,-20.53,-4.72,2.84,-2903,-1460,1702,-2036,-2417,1860,35,3,200
9818060,0.98,0.02,0.05,0.19,-21.48,-5.08,3.18,-3006,-1067,1691,-2220,-2130,1888,35,4,272
9818090,0.98,0.02,0.05,0.20,-22.49,-5.50,3.55,-3075,-634,1558,-2407,-1799,1803,35,5,309
9818119,0.98,0.02,0.06,0.20,-23.57,-5.95,4.01,-3085,-158,1381,-2573,-1416,1678,35,5,316
9818149,0.97,0.03,0.06,0.21,-24.66,-6.43,4.57,-3076,341,1173,-2752,-1013,1533,35,5,316
9818179,0.97,0.03,0.07,0.22,-25.71,-6.92,5.20,-2999,799,988,-2868,-622,1410,35,5,313
9818209,0.97,0.03,0.07,0.23,-26.72,-7.42,5.88,-2930,1199,838,-2979,-290,1327,35,5,311
9818238,0.97,0.04,0.08,0.24,-27.69,-7.96,6.58,-2861,1632,723,-3112,67,1294,35,5,311
9818276,0.95,0.11,0.16,0.26,-28.82,-13.97,17.41,5631,463,-338,4273,3379,-1532,35,5,310
