tick,q1,q2,q3,q4,yaw,pitch,roll,axR,ayR,azR,axW,ayW,azW,temp,Head1,Head2
9818300,0.95,0.12,0.16,0.25,-28.15,-13.68,17.65,5599,114,-187,4496,3005,-1461,35,5,310
9818330,0.95,0.12,0.15,0.25,-27.54,-13.39,17.91,5531,-298,-130,4672,2574,-1492,35,5,309
9818360,0.95,0.12,0.15,0.24,-26.98,-13.09,18.07,5440,-657,-192,4757,2196,-1613,35,5,308
9818390,0.95,0.13,0.15,0.24,-26.49,-12.75,18.15,5363,-876,-326,4765,1956,-1757,35,5,307
9818420,0.95,0.13,0.14,0.24,-25.99,-12.34,18.21,5257,-1017,-417,4732,1762,-1826,35,5,306
9818451,0.95,0.13,0.14,0.23,-25.49,-11.87,18.23,5119,-1143,-423,4693,1549,-1802,35,5,305
9818481,0.96,0.13,0.13,0.23,-24.99,-11.38,18.19,4977,-1196,-342,4648,1380,-1672,35,5,303
9818511,0.96,0.13,0.13,0.22,-24.48,-10.89,18.07,4781,-1252,-167,4583,1161,-1447,35,5,301
9818542,0.96,0.13,0.12,0.22,-23.95,-10.47,17.91,4556,-1340,52,4509,890,-1191,35,5,299
9818571,0.96,0.13,0.12,0.21,-23.42,-10.09,17.78,4336,-1519,214,4448,557,-1022,35,5,297
9818601,0.96,0.13,0.12,0.21,-22.92,-9.75,17.73,4120,-1793,250,4381,173,-1009,35,5,295
9818631,0.96,0.13,0.11,0.21,-22.44,-9.42,17.73,3901,-2142,172,4300,-249,-1129,35,5,293
9818666,0.98,0.08,0.04,0.19,-21.09,-2.76,10.41,-1799,-2195,505,-826,-2755,186,35,5,291
9818694,0.98,0.08,0.04,0.19,-21.09,-2.78,10.13,-1868,-1982,533,-964,-2588,266,35,5,288
9818724,0.98,0.08,0.04,0.19,-21.06,-2.84,9.88,-1902,-1689,570,-1098,-2335,365,35,4,285
9818753,0.98,0.08,0.04,0.18,-20.96,-2.94,9.58,-1967,-1423,622,-1252,-2117,476,35,4,282
9818783,0.98,0.07,0.04,0.18,-20.80,-3.10,9.18,-2043,-1249,628,-1389,-1978,530,35,4,277
9818813,0.98,0.07,0.04,0.18,-20.61,-3.27,8.71,-2093,-1146,573,-1484,-1885,511,35,4,272
9818842,0.98,0.07,0.04,0.18,-20.43,-3.41,8.30,-2093,-994,462,-1555,-1723,437,35,4,267
9818872,0.98,0.06,0.04,0.18,-20.20,-3.52,8.03,-2173,-884,252,-1697,-1618,259,35,4,260
9818901,0.98,0.06,0.04,0.18,-19.94,-3.66,7.73,-2207,-885,48,-1757,-1600,69,35,4,252
9818930,0.98,0.06,0.04,0.17,-19.67,-3.76,7.40,-2288,-834,-65,-1870,-1560,-21,35,4,243
9818960,0.98,0.06,0.04,0.17,-19.47,-3.82,7.13,-2346,-717,22,-1959,-1473,89,35,4,233
9818989,0.98,0.05,0.04,0.17,-19.37,-3.92,6.86,-2470,-611,203,-2094,-1428,296,35,3,223
9819018,0.98,0.05,0.04,0.17,-19.24,-4.05,6.59,-2515,-408,355,-2190,-1259,482,35,3,199
9819056,0.98,0.00,0.06,0.21,-24.52,-6.76,1.58,-2664,2137,1098,-3156,873,1462,35,3,203
9819080,0.97,0.00,0.06,0.22,-25.20,-6.84,2.01,-2687,2042,1575,-3082,740,1954,35,3,225
9819109,0.97,0.01,0.06,0.22,-25.95,-7.04,2.55,-2691,1990,1867,-3020,642,2269,35,3,225
9819139,0.97,0.01,0.07,0.23,-26.73,-7.37,3.15,-2638,1944,1898,-2934,569,2324,35,3,225
9819168,0.97,0.02,0.07,0.24,-27.54,-7.76,3.79,-2513,1928,1667,-2833,555,2114,35,3,225
9819197,0.97,0.02,0.08,0.24,-28.34,-8.15,4.44,-2378,1984,1312,-2782,615,1785,35,3,225
9819227,0.96,0.02,0.08,0.25,-29.10,-8.53,5.09,-2232,2099,896,-2771,741,1399,35,3,198
9819256,0.96,0.03,0.09,0.26,-29.80,-8.87,5.73,-2057,2211,467,-2748,886,997,35,5,321
9819285,0.96,0.03,0.09,0.26,-30.43,-9.18,6.40,-1885,2300,159,-2705,1017,712,35,5,318
9819315,0.96,0.04,0.10,0.27,-31.02,-9.46,7.09,-1737,2348,10,-2639,1105,585,35,5,315
9819344,0.96,0.04,0.10,0.27,-31.58,-9.72,7.76,-1516,2351,8,-2461,1193,581,35,5,314
9819373,0.95,0.05,0.10,0.28,-32.01,-9.95,8.39,-1322,2324,31,-2286,1251,597,35,5,314
9819403,0.95,0.05,0.11,0.28,-32.28,-10.21,9.00,-1097,2269,85,-2060,1309,632,35,5,314
9819436,0.95,0.11,0.15,0.26,-29.20,-12.90,16.90,4367,597,-74,3285,2806,-870,35,5,313
9819464,0.95,0.12,0.15,0.26,-28.76,-12.85,17.16,4390,296,-243,3401,2570,-1114,35,5,312
9819494,0.95,0.12,0.15,0.25,-28.33,-12.77,17.32,4385,-42,-403,3511,2285,-1355,35,5,312
9819524,0.95,0.12,0.15,0.25,-27.92,-12.63,17.38,4389,-258,-471,3605,2092,-1474,35,5,311
9819554,0.95,0.12,0.14,0.25,-27.50,-12.46,17.36,4386,-356,-492,3658,1985,-1509,35,5,310
9819584,0.95,0.12,0.14,0.24,-27.04,-12.28,17.29,4341,-437,-461,3686,1859,-1481,35,5,309
9819614,0.95,0.12,0.14,0.24,-26.58,-12.10,17.16,4319,-610,-441,3769,1665,-1496,35,5,308
9819644,0.95,0.12,0.14,0.24,-26.12,-11.90,16.99,4257,-913,-446,3861,1342,-1560,35,5,307
9819674,0.96,0.12,0.13,0.23,-25.70,-11.68,16.84,4143,-1312,-462,3941,914,-1651,35,5,306
9819704,0.96,0.12,0.13,0.23,-25.34,-11.43,16.74,4016,-1667,-433,3999,515,-1681,35,5,304
9819734,0.96,0.12,0.13,0.23,-25.05,-11.13,16.70,3913,-1895,-393,4026,241,-1668,35,5,303
9819765,0.96,0.12,0.13,0.22,-24.76,-10.81,16.66,3790,-2016,-388,3979,58,-1653,35,5,302
9819795,-0.44,-1.36,1.19,0.56,-41.75,-7.58,41.97,7685,-20733,22681,1113,-13446,11881,35,5,300
9819836,0.98,0.06,0.07,0.18,-20.32,-6.18,8.64,-1519,-2163,-29,-669,-2549,-189,35,5,297
9819860,0.98,0.06,0.07,0.18,-20.28,-6.16,8.27,-1584,-1924,-20,-812,-2352,-126,35,5,293
9819890,0.98,0.06,0.07,0.18,-20.21,-6.14,7.90,-1635,-1613,-75,-977,-2076,-120,35,5,289
9819920,0.98,0.05,0.06,0.18,-20.09,-6.13,7.51,-1685,-1306,-186,-1148,-1796,-174,35,4,283
9819950,0.98,0.05,0.06,0.18,-19.91,-6.11,7.09,-1726,-1011,-289,-1306,-1524,-226,35,4,277
9819980,0.98,0.05,0.06,0.17,-19.69,-6.07,6.68,-1716,-798,-402,-1389,-1310,-308,35,4,271
9820010,0.98,0.05,0.06,0.17,-19.46,-5.97,6.36,-1734,-679,-452,-1456,-1196,-341,35,4,265
9820039,0.98,0.04,0.06,0.17,-19.27,-5.85,6.16,-1734,-636,-431,-1471,-1153,-317,35,4,258
9820069,0.98,0.04,0.06,0.17,-19.13,-5.69,6.03,-1687,-617,-387,-1429,-1119,-280,35,4,253
9820099,0.98,0.04,0.06,0.17,-19.04,-5.52,5.96,-1654,-519,-256,-1415,-1022,-148,35,4,249
9820129,0.98,0.04,0.06,0.17,-18.96,-5.40,5.89,-1667,-308,-75,-1474,-838,51,35,4,246
9820158,0.98,0.04,0.05,0.17,-18.88,-5.32,5.74,-1640,-112,3,-1503,-647,143,35,4,244
9820187,0.98,0.04,0.05,0.16,-18.76,-5.24,5.50,-1584,125,19,-1527,-402,175,35,4,241
9820226,0.98,0.04,0.06,0.17,-18.96,-5.77,5.49,-720,1546,1371,-1000,1138,1577,35,4,240
9820248,0.98,0.04,0.06,0.17,-18.90,-5.96,5.45,-642,1475,1144,-927,1113,1339,35,4,241
9820278,0.98,0.04,0.06,0.16,-18.79,-6.18,5.20,-544,1317,755,-832,1025,925,35,4,242
9820307,0.98,0.03,0.06,0.16,-18.65,-6.32,4.82,-350,1130,260,-652,942,390,35,4,242
9820335,0.98,0.03,0.06,0.16,-18.55,-6.42,4.45,-245,832,-170,-514,714,-76,35,4,242
9820364,0.98,0.03,0.06,0.16,-18.49,-6.45,4.17,-129,545,-490,-356,490,-431,35,4,240
9820393,0.98,0.03,0.06,0.16,-18.46,-6.41,4.02,-41,301,-624,-213,291,-592,35,4,239
9820422,0.98,0.03,0.06,0.16,-18.46,-6.35,4.00,16,19,-610,-68,41,-605,35,4,239
9820450,0.98,0.03,0.06,0.16,-18.46,-6.25,4.01,81,-316,-438,120,-259,-465,35,4,239
9820479,0.98,0.03,0.06,0.16,-18.51,-6.15,4.00,95,-552,-156,243,-486,-203,35,4,239
9820508,0.98,0.03,0.06,0.16,-18.64,-6.07,4.00,122,-636,26,319,-562,-31,35,4,239
9820536,0.98,0.03,0.06,0.16,-18.80,-6.01,4.07,141,-681,99,362,-600,35,35,4,239
9820564,0.98,0.03,0.06,0.17,-18.93,-5.98,4.22,145,-707,94,375,-622,26,35,4,239
9820593,0.98,0.03,0.06,0.17,-19.07,-5.98,4.42,-10700,15482,-7614,-15995,11348,-5241,35,4,239
9820626,0.98,0.03,0.06,0.17,-19.54,-5.95,4.78,43,-48,-72,47,-27,-79,35,4,239
9820654,0.98,0.03,0.06,0.17,-19.53,-5.94,4.76,55,-69,-65,66,-43,-75,35,4,239
9820682,0.98,0.03,0.06,0.17,-19.53,-5.95,4.75,66,-84,-68,81,-53,-81,35,4,239
9820710,0.98,0.03,0.06,0.17,-19.51,-5.95,4.74,71,-84,-73,85,-51,-86,35,4,239
9820738,0.98,0.03,0.06,0.17,-19.51,-5.96,4.73,74,-85,-75,87,-51,-89,35,4,239
9820766,0.98,0.03,0.06,0.17,-19.50,-5.96,4.73,72,-87,-79,86,-54,-92,35,4,239
9820794,0.98,0.03,0.06,0.17,-19.49,-5.97,4.74,60,-87,-84,74,-57,-96,35,4,239
9820822,0.98,0.03,0.06,0.17,-19.48,-5.97,4.74,44,-85,-67,60,-62,-78,35,4,239
9820850,0.98,0.03,0.06,0.17,-19.48,-5.97,4.74,38,-64,-66,48,-44,-74,35,4,239
9820878,0.98,0.03,0.06,0.17,-19.48,-5.96,4.73,32,-30,-64,31,-14,-69,35,4,240
9820906,0.98,0.03,0.06,0.17,-19.47,-5.95,4.72,35,-16,-60,30,0,-64,35,4,240
9820933,0.98,0.03,0.06,0.17,-19.46,-5.94,4.70,41,-18,-52,37,0,-57,35,4,239
9820961,0.98,0.03,0.06,0.17,-19.44,-5.93,4.67,56,-40,-57,58,-16,-65,35,4,240
9820989,0.98,0.03,0.06,0.17,-19.42,-5.93,4.64,65,-69,-57,76,-40,-68,35,4,240
9821025,0.98,0.03,0.06,0.17,-19.31,-5.80,4.54,58,-51,-48,65,-26,-57,35,4,240
9821047,0.98,0.03,0.06,0.17,-19.31,-5.80,4.54,55,-51,-44,62,-27,-53,35,4,240
9821075,0.98,0.03,0.06,0.17,-19.31,-5.80,4.52,40,-62,-66,49,-42,-74,35,4,240
9821103,0.98,0.03,0.06,0.17,-19.33,-5.80,4.51,40,-68,-71,51,-47,-79,35,4,240
9821131,0.98,0.03,0.06,0.17,-19.34,-5.79,4.51,42,-70,-71,53,-48,-80,35,4,240
9821159,0.98,0.03,0.06,0.17,-19.34,-5.78,4.51,40,-78,-66,55,-57,-75,35,4,240
9821187,0.98,0.03,0.06,0.17,-19.35,-5.77,4.51,33,-69,-64,45,-51,-72,35,4,240
9821215,0.98,0.03,0.06,0.17,-19.34,-5.76,4.52,27,-72,-61,41,-56,-68,35,4,240
9821243,0.98,0.03,0.06,0.17,-19.34,-5.74,4.52,24,-73,-73,37,-57,-80,35,4,240
9821271,0.98,0.03,0.06,0.17,-19.35,-5.73,4.53,29,-64,-67,40,-47,-74,35,4,240
9821299,0.98,0.03,0.06,0.17,-19.35,-5.71,4.53,39,-69,-64,51,-49,-72,35,4,240
9821327,0.98,0.03,0.06,0.17,-19.35,-5.70,4.53,45,-66,-63,56,-44,-72,35,4,240
9821355,0.98,0.03,0.06,0.17,-19.35,-5.69,4.54,48,-55,-52,56,-33,-60,35,4,240
9821382,0.98,0.03,0.06,0.17,-19.34,-5.69,4.54,49,-42,-39,55,-21,-46,35,4,240
9821415,0.98,0.03,0.05,0.17,-19.35,-5.54,4.53,28,-37,-52,32,-23,-57,35,4,240
9821441,0.98,0.03,0.05,0.17,-19.35,-5.54,4.52,28,-37,-47,32,-23,-52,35,4,240
9821469,0.98,0.03,0.05,0.17,-19.36,-5.54,4.52,30,-42,-52,35,-27,-57,35,4,240
9821497,0.98,0.03,0.05,0.17,-19.36,-5.54,4.51,31,-50,-57,38,-34,-63,35,4,240
9821525,0.98,0.03,0.05,0.17,-19.37,-5.54,4.51,30,-53,-52,39,-37,-58,35,4,240
9821553,0.98,0.03,0.05,0.17,-19.37,-5.53,4.50,38,-58,-57,48,-39,-64,35,4,240
9821581,0.98,0.03,0.05,0.17,-19.38,-5.53,4.50,36,-60,-58,46,-41,-65,35,4,240
9821609,0.98,0.03,0.05,0.17,-19.39,-5.53,4.50,39,-59,-57,49,-40,-64,35,4,240
9821637,0.98,0.03,0.05,0.17,-19.39,-5.53,4.50,37,-45,-65,41,-27,-71,35,4,240
9821665,0.98,0.03,0.05,0.17,-19.39,-5.53,4.50,35,-37,-66,37,-20,-71,35,4,240
9821693,0.98,0.03,0.05,0.17,-19.39,-5.53,4.50,31,-47,-69,36,-30,-75,35,4,240
9821720,0.98,0.03,0.05,0.17,-19.39,-5.53,4.50,33,-48,-67,38,-31,-73,35,4,240
9821748,0.98,0.03,0.05,0.17,-19.39,-5.52,4.51,26,-46,-67,31,-31,-72,35,4,240
9821777,0.98,0.03,0.05,0.17,-19.40,-5.52,4.51,26,-48,-62,32,-33,-67,35,4,240
9821815,0.98,0.03,0.05,0.17,-19.45,-5.49,4.46,23,-40,-68,26,-27,-72,35,4,240
9821838,0.98,0.03,0.05,0.17,-19.45,-5.48,4.46,25,-37,-63,28,-23,-67,35,4,240
9821866,0.98,0.03,0.05,0.17,-19.45,-5.47,4.47,30,-43,-60,35,-27,-65,35,4,240
9821894,0.98,0.03,0.05,0.17,-19.46,-5.47,4.47,28,-33,-60,30,-19,-64,35,4,240
9821922,0.98,0.03,0.05,0.17,-19.47,-5.46,4.47,34,-20,-66,30,-4,-70,35,4,240
9821949,0.98,0.03,0.05,0.17,-19.47,-5.46,4.47,35,-16,-63,30,0,-67,35,4,240
9821977,0.98,0.03,0.05,0.17,-19.47,-5.47,4.46,37,-16,-57,33,0,-61,35,4,240
9822004,0.98,0.03,0.05,0.17,-19.46,-5.48,4.45,35,-21,-62,32,-5,-66,35,4,240
9822032,0.98,0.03,0.05,0.17,-19.45,-5.48,4.43,33,-26,-66,31,-10,-70,35,4,240
9822060,0.98,0.03,0.05,0.17,-19.46,-5.49,4.42,36,-25,-66,34,-8,-70,35,4,240
9822088,0.98,0.03,0.05,0.17,-19.46,-5.50,4.42,37,-32,-69,37,-14,-74,35,4,240
9822116,0.98,0.03,0.05,0.17,-19.46,-5.52,4.41,34,-30,-66,34,-14,-71,35,4,240
9822144,0.98,0.03,0.05,0.17,-19.45,-5.52,4.40,29,-40,-74,31,-24,-79,35,4,240
9822172,0.98,0.03,0.05,0.17,-19.45,-5.53,4.39,21,-44,-80,24,-31,-84,35,4,240
9822205,0.98,0.03,0.05,0.17,-19.47,-5.53,4.36,21,-30,-65,22,-18,-68,35,4,240
9822230,0.98,0.03,0.05,0.17,-19.47,-5.52,4.37,15,-28,-70,15,-18,-73,35,4,240
9822258,0.98,0.03,0.05,0.17,-19.47,-5.52,4.37,10,-24,-62,10,-16,-64,35,4,240
9822286,0.98,0.03,0.05,0.17,-19.47,-5.52,4.38,13,-20,-59,11,-12,-61,35,4,240
9822314,0.98,0.03,0.05,0.17,-19.46,-5.52,4.37,16,-22,-52,16,-13,-54,35,4,240
9822342,0.98,0.03,0.05,0.17,-19.45,-5.51,4.36,13,-26,-51,14,-18,-53,35,4,240
9822370,0.98,0.03,0.05,0.17,-19.46,-5.51,4.36,17,-23,-64,16,-13,-66,35,4,240
9822398,0.98,0.03,0.05,0.17,-19.46,-5.50,4.36,19,-27,-63,19,-16,-66,35,4,240
9822426,0.98,0.03,0.05,0.17,-19.45,-5.50,4.35,22,-28,-64,22,-16,-67,35,4,240
9822454,0.98,0.03,0.05,0.17,-19.45,-5.50,4.36,23,-28,-57,24,-16,-60,35,4,240
9822482,0.98,0.03,0.05,0.17,-19.45,-5.50,4.36,21,-30,-58,22,-18,-61,35,4,240
9822510,0.98,0.03,0.05,0.17,-19.45,-5.50,4.36,24,-26,-59,24,-14,-62,35,4,240
9822538,0.98,0.03,0.05,0.17,-19.46,-5.50,4.37,26,-22,-60,24,-9,-63,35,4,240
9822565,0.98,0.03,0.05,0.17,-19.46,-5.50,4.37,26,-27,-55,26,-14,-59,35,4,240
9822605,0.98,0.03,0.05,0.17,-19.45,-5.44,4.43,26,-18,-57,23,-5,-60,35,4,240
9822627,0.98,0.03,0.05,0.17,-19.45,-5.43,4.44,19,-15,-59,15,-5,-61,35,4,240
9822654,0.98,0.03,0.05,0.17,-19.45,-5.43,4.45,17,-11,-63,12,-2,-64,35,4,240
9822682,0.98,0.03,0.05,0.17,-19.45,-5.43,4.45,21,-14,-60,17,-3,-62,35,4,240
9822710,0.98,0.03,0.05,0.17,-19.45,-5.43,4.45,25,-13,-66,20,-1,-68,35,4,240
9822738,0.98,0.03,0.05,0.17,-19.45,-5.43,4.45,24,-19,-70,20,-6,-73,35,4,240
9822765,0.98,0.03,0.05,0.17,-19.44,-5.44,4.46,20,-16,-72,15,-5,-74,35,4,240
9822793,0.98,0.03,0.05,0.17,-19.44,-5.44,4.46,19,-14,-74,13,-3,-76,35,4,240
9822821,0.98,0.03,0.05,0.17,-19.43,-5.44,4.46,20,-10,-66,14,0,-68,35,4,240
9822849,0.98,0.03,0.05,0.17,-19.43,-5.45,4.46,16,-22,-69,14,-12,-71,35,4,240
9822877,0.98,0.03,0.05,0.17,-19.43,-5.45,4.46,15,-32,-78,15,-21,-81,35,4,240
9822905,0.98,0.03,0.05,0.17,-19.43,-5.45,4.46,16,-34,-71,18,-23,-74,35,4,240
9822932,0.98,0.03,0.05,0.17,-19.43,-5.45,4.46,7,-24,-74,5,-17,-75,35,4,240
9822960,0.98,0.03,0.05,0.17,-19.43,-5.44,4.46,4,-26,-81,2,-19,-82,35,4,240
9822995,0.98,0.03,0.05,0.17,-19.83,-5.49,4.44,-32,-197,12,37,-196,0,35,4,239
9823018,0.98,0.03,0.05,0.17,-20.03,-5.44,4.51,-51,-228,-32,26,-230,-44,35,4,238
9823047,0.98,0.03,0.05,0.18,-20.25,-5.33,4.59,-127,-313,-92,-21,-333,-104,35,4,237
9823076,0.98,0.03,0.05,0.18,-20.43,-5.20,4.64,-239,-290,-106,-133,-350,-107,35,4,236
9823105,0.98,0.03,0.05,0.18,-20.58,-5.01,4.64,-324,-413,-129,-171,-495,-133,35,4,233
9823134,0.98,0.03,0.05,0.18,-20.71,-4.83,4.49,-558,-481,-6,-350,-647,3,35,4,231
9823163,0.98,0.03,0.05,0.18,-20.80,-4.69,4.23,-733,-464,56,-511,-697,81,35,4,229
9823192,0.98,0.03,0.05,0.18,-20.90,-4.51,4.01,-888,-340,84,-696,-639,129,35,4,229
9823220,0.98,0.03,0.04,0.18,-21.04,-4.31,3.91,-1063,-211,214,-892,-589,278,35,4,247
9823249,0.98,0.03,0.04,0.18,-21.20,-4.08,3.95,-1229,-198,434,-1029,-648,505,35,4,251
9823279,0.98,0.03,0.04,0.19,-21.42,-3.89,4.06,-1359,-217,727,-1116,-731,800,35,4,263
9823308,0.98,0.03,0.04,0.19,-21.65,-3.78,4.15,-1478,-222,998,-1198,-798,1074,35,4,276
9823337,0.98,0.03,0.04,0.19,-21.85,-3.73,4.21,-1376,-271,1195,-1066,-819,1258,35,4,282
9823375,0.96,0.09,0.14,0.23,-26.22,-12.79,13.41,477,1771,-782,-574,1858,-435,35,5,303
9823400,0.96,0.09,0.14,0.23,-26.03,-12.93,13.70,862,1615,-643,-134,1889,-418,35,5,308
9823429,0.96,0.09,0.14,0.23,-25.87,-13.03,13.87,1243,1514,-436,300,1956,-328,35,5,309
9823459,0.96,0.09,0.14,0.23,-25.77,-13.06,13.98,1613,1466,-218,707,2061,-216,35,5,309
9823489,0.96,0.09,0.14,0.23,-25.69,-13.05,14.13,1995,1457,-12,1104,2206,-106,35,5,310
9823518,0.96,0.10,0.14,0.23,-25.58,-13.04,14.42,2354,1452,209,1486,2341,27,35,5,311
9823548,0.96,0.10,0.14,0.23,-25.45,-13.02,14.88,2718,1414,432,1888,2445,156,35,5,311
9823577,0.96,0.11,0.14,0.23,-25.27,-13.03,15.45,3080,1358,605,2283,2535,234,35,5,310
9823607,0.96,0.11,0.14,0.23,-25.10,-13.03,16.08,3410,1286,681,2625,2607,223,35,5,310
9823636,0.96,0.12,0.14,0.23,-24.95,-12.99,16.66,3714,1200,629,2908,2675,95,35,5,309
9823665,0.96,0.12,0.15,0.22,-24.73,-12.93,17.11,4038,1235,524,3146,2863,-53,35,5,309
9823695,0.96,0.12,0.14,0.22,-24.40,-12.83,17.37,4252,1270,440,3304,2989,-156,35,5,308
9823725,0.96,0.12,0.14,0.22,-23.99,-12.69,17.44,4433,1154,386,3509,2957,-269,35,5,307
9823765,0.97,0.12,0.07,0.18,-19.75,-5.81,15.16,1128,-2445,-131,1829,-1773,-879,35,5,306
9823788,0.97,0.12,0.07,0.18,-19.78,-5.64,14.76,1002,-2400,-23,1721,-1806,-731,35,5,305
9823818,0.97,0.11,0.07,0.18,-19.82,-5.45,14.43,909,-2313,22,1617,-1774,-641,35,5,303
9823847,0.97,0.11,0.07,0.18,-19.83,-5.29,14.28,786,-2208,165,1494,-1754,-457,35,5,302
9823877,0.97,0.11,0.07,0.18,-19.80,-5.17,14.27,609,-2223,333,1363,-1866,-281,35,5,301
9823907,0.97,0.11,0.07,0.18,-19.77,-5.13,14.28,445,-2354,414,1267,-2062,-220,35,5,299
9823937,0.98,0.11,0.07,0.18,-19.74,-5.13,14.23,288,-2487,392,1161,-2237,-258,35,5,297
9823966,0.98,0.11,0.07,0.18,-19.68,-5.17,14.05,149,-2519,307,1026,-2302,-328,35,5,294
9823996,0.98,0.11,0.07,0.18,-19.63,-5.20,13.76,50,-2471,209,899,-2278,-389,35,5,291
9824025,0.98,0.11,0.07,0.18,-19.58,-5.22,13.35,-72,-2448,104,759,-2285,-457,35,5,287
9824055,0.98,0.10,0.07,0.18,-19.54,-5.24,12.88,-221,-2428,35,601,-2312,-486,35,4,283
9824084,0.98,0.10,0.06,0.18,-19.50,-5.25,12.42,-353,-2422,-57,460,-2342,-543,35,4,277
9824114,0.98,0.10,0.06,0.18,-19.57,-5.23,12.02,-532,-2438,-177,283,-2403,-631,35,4,270
9824155,0.98,0.02,0.07,0.17,-19.48,-7.19,4.00,-2318,311,-199,-2293,-482,114,35,4,262
9824178,0.98,0.02,0.07,0.17,-19.59,-7.18,3.59,-2413,519,59,-2415,-326,392,35,4,251
9824207,0.98,0.02,0.07,0.17,-19.67,-7.21,3.15,-2517,574,216,-2509,-311,561,35,4,242
9824236,0.98,0.01,0.07,0.17,-19.78,-7.25,2.77,-2632,571,321,-2602,-355,677,35,4,233
9824266,0.98,0.01,0.07,0.17,-19.89,-7.32,2.48,-2716,663,476,-2690,-298,846,35,3,225
9824295,0.98,0.01,0.07,0.17,-20.04,-7.45,2.23,-2867,737,623,-2834,-281,1017,35,3,219
9824324,0.98,0.01,0.07,0.18,-20.27,-7.56,2.08,-2930,933,782,-2936,-125,1193,35,3,201
9824353,0.98,0.00,0.07,0.18,-20.51,-7.72,1.93,-3015,1106,875,-3059,0,1308,35,3,205
9824382,0.98,0.00,0.07,0.18,-20.73,-7.92,1.76,-3044,1273,870,-3143,139,1319,35,3,225
9824411,0.98,0.00,0.07,0.18,-20.90,-8.14,1.57,-3146,1384,785,-3286,201,1260,35,4,270
9824440,0.98,-0.00,0.07,0.18,-21.08,-8.37,1.41,-3162,1590,625,-3394,379,1117,35,5,293
9824469,0.98,-0.00,0.08,0.18,-21.31,-8.58,1.34,-3193,1920,495,-3558,661,1010,35,3,225
9824499,0.98,-0.00,0.08,0.19,-21.64,-8.79,1.38,-3203,2214,390,-3691,909,927,35,3,199
9824535,0.96,0.07,0.14,0.25,-28.21,-13.02,11.29,739,1666,762,91,1762,886,35,5,323
9824560,0.96,0.07,0.14,0.25,-28.20,-13.13,11.86,982,1546,824,374,1766,878,35,5,321
9824589,0.96,0.08,0.14,0.25,-28.25,-13.24,12.53,1252,1480,846,641,1833,837,35,5,318
9824618,0.95,0.08,0.14,0.25,-28.34,-13.34,13.20,1525,1483,799,856,1969,742,35,5,317
9824647,0.95,0.09,0.14,0.25,-28.38,-13.44,13.77,1852,1585,658,1040,2229,567,35,5,316
9824677,0.95,0.09,0.15,0.25,-28.33,-13.49,14.23,2170,1638,458,1220,2450,327,35,5,315
9824706,0.95,0.09,0.15,0.25,-28.15,-13.49,14.63,2418,1609,306,1397,2560,129,35,5,315
9824736,0.95,0.10,0.15,0.25,-27.87,-13.46,14.92,2635,1484,236,1622,2562,-9,35,5,314
9824765,0.95,0.10,0.15,0.24,-27.60,-13.39,15.04,2875,1441,240,1854,2636,-67,35,5,314
9824795,0.95,0.10,0.15,0.24,-27.39,-13.31,15.04,3106,1455,273,2063,2752,-81,35,5,313
9824824,0.95,0.10,0.15,0.24,-27.12,-13.24,15.10,3314,1441,339,2278,2824,-65,35,5,312
9824854,0.95,0.10,0.14,0.24,-26.77,-13.18,15.32,3488,1265,419,2542,2733,-68,35,5,312
9824883,0.95,0.11,0.15,0.24,-26.41,-13.13,15.70,3632,989,526,2830,2535,-65,35,5,312
9824915,0.97,0.13,0.11,0.17,-17.82,-9.94,16.31,1976,-3194,-469,2642,-2124,-1680,35,5,310
9824946,0.97,0.12,0.11,0.17,-17.81,-9.73,16.17,1788,-3234,-297,2529,-2267,-1483,35,5,309
9824976,0.97,0.12,0.11,0.17,-17.80,-9.50,16.08,1596,-3075,-77,2363,-2237,-1187,35,5,308
9825006,0.97,0.12,0.10,0.17,-17.81,-9.29,16.03,1390,-2878,169,2178,-2181,-859,35,5,307
9825036,0.97,0.12,0.10,0.17,-17.83,-9.14,15.95,1201,-2731,332,2001,-2147,-626,35,5,305
9825066,0.97,0.12,0.10,0.17,-17.85,-9.04,15.78,1001,-2602,387,1791,-2112,-497,35,5,303
9825096,0.97,0.12,0.10,0.17,-17.85,-9.00,15.55,826,-2496,363,1592,-2073,-453,35,5,300
9825126,0.97,0.12,0.10,0.16,-17.82,-8.96,15.30,666,-2416,302,1405,-2046,-453,35,5,297
9825156,0.97,0.12,0.10,0.16,-17.76,-8.94,15.04,490,-2399,225,1217,-2080,-484,35,5,294
9825186,0.97,0.11,0.10,0.16,-17.68,-8.94,14.73,329,-2443,121,1054,-2160,-556,35,5,290
9825215,0.98,0.11,0.10,0.16,-17.62,-8.96,14.33,187,-2511,-33,906,-2248,-682,35,5,286
9825245,0.98,0.11,0.10,0.16,-17.60,-8.95,13.87,53,-2565,-221,755,-2315,-834,35,4,282
9825284,0.98,0.03,0.08,0.16,-18.81,-8.36,5.09,-1116,-371,-986,-1087,-680,-842,35,4,277
9825307,0.98,0.03,0.08,0.16,-18.80,-8.15,5.08,-1131,-227,-828,-1118,-553,-676,35,4,271
9825337,0.98,0.03,0.08,0.16,-18.77,-7.94,5.11,-1172,-70,-614,-1171,-425,-450,35,4,266
