tick,q1,q2,q3,q4,yaw,pitch,roll,axR,ayR,azR,axW,ayW,azW,temp,Head1,Head2
29608,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,3,1,19,2,0,19,34,2,134
29618,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,8,1,17,7,0,17,34,2,134
29628,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,8,0,9,7,0,9,34,2,134
29638,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,5,3,3,5,2,3,34,2,134
29648,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,7,9,-2,7,8,-1,34,2,135
29659,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.02,8,8,-3,8,7,-2,34,2,134
29669,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.02,5,9,-1,5,8,0,34,2,134
29680,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.02,3,7,2,3,6,2,34,2,134
29689,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.02,3,4,5,3,3,5,34,2,134
29699,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.02,5,0,10,4,0,10,34,2,134
29739,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.02,3,1,11,3,0,11,34,2,134
29808,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,0,-4,0,0,-3,0,34,2,134
29829,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,0,-2,-13,0,-2,-12,34,2,134
29839,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,1,-6,-5,0,-6,-4,34,2,134
29860,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-3,-2,-6,-3,-1,-6,34,2,134
29929,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,1,0,10,0,0,10,34,2,134
29939,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-2,2,1,-1,2,0,34,2,134
29960,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-5,0,4,-5,0,3,34,2,134
29970,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-1,0,6,-1,0,5,34,2,134
29990,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,1,0,5,0,0,5,34,2,134
30000,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-5,-4,5,-5,-3,4,34,2,134
30040,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-4,6,-3,-3,6,-3,34,2,134
30061,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-1,5,4,0,5,3,34,2,134
30100,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,0,2,10,0,2,9,34,2,134
30179,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,0,2,6,0,2,5,34,2,134
30228,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-5,-4,9,-5,-3,8,34,2,134
30259,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,1,-6,3,0,-6,3,34,2,134
30269,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,2,0,0,1,0,0,34,2,134
30308,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,4,2,11,4,1,11,34,2,134
30329,1.00,-0.00,-0.00,-0.01,1.71,0.11,-0.03,-1,2,7,0,2,6,34,2,134
30339,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,-2,2,-1,-1,2,-1,34,2,134
30379,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,-4,-1,2,-4,0,1,34,2,134
30408,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,-1,-1,0,-1,0,0,34,2,134
30429,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,1,3,12,1,2,12,34,2,134
30449,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,0,7,0,0,6,0,34,2,134
30479,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,1,7,3,1,6,2,34,2,134
30528,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,-3,0,7,-3,0,6,34,2,134
30538,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,0,3,7,0,3,6,34,2,134
30578,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,-2,2,-1,-1,2,-1,34,2,135
30588,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,-2,6,4,-1,6,3,34,2,134
30628,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,-1,-1,9,-1,0,8,34,2,134
30668,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,0,-3,3,0,-2,3,34,2,134
30678,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,3,-3,2,2,-3,2,34,2,134
30718,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.03,7,-5,2,6,-5,2,34,2,134
30758,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,1,8,8,1,7,7,34,2,134
30788,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,0,0,-4,0,0,-3,34,2,134
30838,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,4,-1,-9,3,-1,-8,34,2,134
30848,1.00,-0.00,-0.00,-0.01,1.70,0.11,-0.02,5,-1,-6,4,-1,-5,34,2,135
30878,1.00,-0.00,-0.00,-0.01,1.70,0.10,-0.02,-2,0,6,-2,0,5,34,2,134
30898,1.00,-0.00,-0.00,-0.01,1.70,0.10,-0.02,-1,-2,6,-1,-1,5,34,2,134
30918,1.00,-0.00,-0.00,-0.01,1.70,0.10,-0.03,4,-2,9,3,-2,9,34,2,134
30968,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,3,-7,2,2,-6,34,2,134
30988,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,6,1,-12,6,0,-11,34,2,134
30999,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,4,-3,-1,3,-3,0,34,2,134
31029,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-7,-5,0,-6,-4,34,2,134
31108,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,2,1,-3,2,0,34,2,134
31148,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-2,4,0,-1,4,34,2,134
31158,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-1,0,0,0,0,34,2,134
31188,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-2,-2,-1,-2,-1,-1,34,2,134
31198,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-5,0,0,-4,0,34,2,134
31258,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,7,3,-7,7,2,-6,34,2,134
31268,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,8,0,-6,8,0,-5,34,2,134
31279,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,7,1,-2,7,0,-1,34,2,134
31290,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,0,2,1,0,2,34,2,134
31301,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,-3,5,1,-3,5,34,2,134
31311,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,6,-1,2,5,-1,2,34,2,134
31321,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,0,2,1,0,2,34,2,134
31331,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,1,4,0,1,3,34,2,134
31341,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,1,0,0,0,0,34,2,134
31351,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,1,0,0,0,0,34,2,134
31361,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-1,3,0,0,3,34,2,134
31371,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,0,4,-1,0,3,34,2,134
31381,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,2,2,-2,2,1,34,2,134
31391,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,1,0,-4,1,0,34,2,134
31401,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,0,-1,-2,0,-1,34,2,134
31411,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,0,3,-5,0,2,34,2,134
31421,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-6,5,4,-5,5,3,34,2,134
31432,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,5,5,0,5,4,34,2,135
31442,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,8,8,2,7,8,34,2,134
31452,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,1,6,4,1,5,3,34,2,134
31462,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,0,-2,0,0,-2,34,2,134
31472,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-7,-2,-6,-7,-1,-6,34,2,134
31482,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-5,1,-9,-4,1,-9,34,2,134
31492,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,0,-6,-2,0,-6,34,2,134
31502,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,1,2,-3,1,1,34,2,134
31512,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-2,0,4,-2,0,3,34,2,134
31522,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-2,3,4,-1,3,3,34,2,134
31532,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,2,1,-3,2,0,34,2,134
31542,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,3,5,-3,3,4,34,2,135
31552,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,2,7,-2,2,6,34,2,134
31562,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,0,1,-1,0,0,34,2,134
31572,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,0,5,-3,0,4,34,2,134
31582,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-6,-1,-4,-6,0,-4,34,2,135
31592,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,-3,-7,-4,-2,-7,34,2,134
31603,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-5,-5,-3,-5,-4,-3,34,2,134
31613,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,-3,0,-3,-2,0,34,2,134
31623,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,-1,1,1,-1,1,34,2,134
31633,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,-2,4,1,-2,4,34,2,134
31643,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,-3,3,2,-3,3,34,2,134
31653,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,1,4,3,0,4,34,2,134
31663,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,2,14,0,2,13,34,2,134
31673,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,3,9,0,3,8,34,2,134
31683,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,1,14,0,1,13,34,2,134
31693,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,1,10,3,0,10,34,2,134
31703,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,8,2,5,8,1,5,34,2,134
31713,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,4,6,3,3,6,34,2,134
31723,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,5,1,1,5,0,1,34,2,134
31733,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,2,5,2,1,5,34,2,134
31743,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,2,0,2,1,0,34,2,134
31754,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,-2,-1,2,-2,0,34,2,135
31764,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,4,-2,0,3,-2,0,34,2,134
31774,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,7,-3,1,6,-3,1,34,2,134
31784,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,5,-7,2,4,-7,2,34,2,134
31794,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,-7,-5,2,-7,-4,34,2,134
31804,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,5,-7,-7,4,-7,-6,34,2,134
31814,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,-5,-5,2,-5,-4,34,2,134
31824,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,-3,1,0,-2,1,34,2,134
31835,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-2,-2,-4,-2,-1,-4,34,2,134
31845,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,-1,-8,-3,0,-8,34,2,134
31855,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,-1,-5,-1,0,-5,34,2,134
31865,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,-1,-6,0,-1,-5,34,2,134
31875,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,2,-6,-3,2,-6,34,2,134
31885,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,2,1,0,2,0,34,2,134
31895,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-8,2,6,-7,2,5,34,2,134
31906,1.00,-0.00,-0.00,-0.01,1.69,0.10,-0.02,-10,1,9,-9,1,8,34,2,134
31916,1.00,-0.00,-0.00,-0.01,1.69,0.10,-0.02,-4,-1,11,-4,0,10,34,2,134
31927,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-2,0,6,-2,0,5,34,2,134
31937,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-2,1,1,-1,1,0,34,2,134
31947,1.00,-0.00,-0.00,-0.01,1.69,0.10,-0.02,0,0,2,0,0,1,34,2,135
31957,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,-2,0,-3,-1,0,34,2,134
31967,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,-5,-3,-3,-4,-3,34,2,134
31977,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,-3,-3,-3,-2,-3,34,2,134
31988,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,-3,-3,-4,-2,-3,34,2,134
31999,1.00,-0.00,-0.00,-0.01,1.69,0.10,-0.02,-5,-4,-2,-5,-3,-2,34,2,134
32009,1.00,-0.00,-0.00,-0.01,1.69,0.10,-0.02,-8,-2,0,-8,-1,0,34,2,134
32019,1.00,-0.00,-0.00,-0.01,1.69,0.10,-0.02,0,3,3,0,2,2,34,2,134
32029,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,1,4,8,1,3,8,34,2,134
32039,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,8,8,2,7,8,34,2,134
32050,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,5,4,4,5,3,4,34,2,134
32060,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,3,0,6,2,0,6,34,2,134
32070,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,5,-1,2,4,-1,2,34,2,134
32080,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,0,0,1,0,0,34,2,134
32090,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,1,0,0,0,0,34,2,134
32100,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,-1,7,1,-1,7,34,2,134
32110,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,-4,5,1,-4,5,34,2,134
32120,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,4,-3,1,3,-3,1,34,2,134
32130,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,6,-4,0,5,-4,0,34,2,134
32140,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,5,-4,3,4,-4,3,34,2,134
32150,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,-6,4,1,-6,4,34,2,134
32160,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,-11,5,-1,-10,5,34,2,134
32170,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,-7,-1,-3,-6,-1,34,2,135
32180,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,-5,-6,-5,-4,-6,34,2,134
32190,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-6,-1,-6,-6,0,-6,34,2,134
32201,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-6,1,-8,-5,1,-8,34,2,134
32211,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,0,-7,0,0,-6,34,2,134
32221,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,0,-6,0,0,-5,34,2,134
32231,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,-1,-3,-1,0,-3,34,2,134
32241,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-2,-1,3,-2,0,2,34,2,134
32251,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-5,0,7,-5,0,6,34,2,134
32261,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-3,3,4,-2,3,3,34,2,135
32271,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,5,3,0,5,2,34,2,134
32281,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,3,6,0,3,5,34,2,134
32291,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,0,9,-4,0,8,34,2,134
32301,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-1,-1,7,-1,0,6,34,2,134
32311,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,-2,4,0,-1,4,34,2,134
32322,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,1,-3,5,0,-3,5,34,2,134
32332,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,4,-2,2,3,-2,2,34,2,134
32342,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,4,-4,2,3,-4,2,34,2,134
32352,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,-5,7,0,-4,7,34,2,134
32362,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,-5,9,-4,-4,8,34,2,134
32372,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,-4,15,-4,-3,14,34,2,134
32382,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-2,-5,5,-2,-4,4,34,2,134
32392,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,-3,10,-1,-2,9,34,2,134
32402,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,1,0,10,0,0,10,34,2,134
32412,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,1,0,4,0,0,4,34,2,134
32422,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,4,-1,5,3,-1,5,34,2,134
32432,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,4,-2,10,3,-2,10,34,2,134
32442,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,0,8,0,0,7,34,2,134
32452,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,-2,9,-1,-1,8,34,2,134
32462,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-2,0,4,-2,0,3,34,2,134
32472,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,1,0,4,0,0,4,34,2,134
32482,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,0,9,0,0,8,34,2,134
32492,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,0,14,-4,0,13,34,2,134
32502,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,0,8,0,0,7,34,2,134
32512,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-2,-3,7,-2,-2,6,34,2,134
32523,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,3,-2,7,2,-2,7,34,2,134
32533,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,1,-2,0,1,-2,34,2,134
32543,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,2,0,0,1,0,34,2,134
32553,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,3,3,-1,3,2,0,34,2,134
32563,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,3,1,1,3,0,1,34,2,134
32573,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,5,0,0,4,0,34,2,134
32583,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,1,4,0,1,3,34,2,135
32593,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,0,6,-3,0,5,34,2,134
32603,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,-3,7,-5,-2,6,34,2,134
32613,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,-5,13,-5,-4,12,34,2,134
32623,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,-1,16,-4,0,15,34,2,134
32633,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-2,6,0,-1,6,34,2,134
32643,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,0,0,1,0,0,34,2,134
32653,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,0,4,1,0,4,34,2,134
32663,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,2,3,2,1,3,34,2,134
32673,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,1,-2,0,0,-2,34,2,134
32683,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,1,0,0,0,0,34,2,134
32693,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,1,1,-2,1,0,-1,34,2,134
32703,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,0,-6,2,0,-5,34,2,134
32714,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,2,-2,-11,1,-2,-10,34,2,134
32724,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,-6,-12,0,-6,-11,34,2,134
32734,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,0,-8,-10,0,-8,-9,34,2,134
32744,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,-9,-16,1,-9,-15,34,2,134
32754,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,4,-8,-19,3,-8,-18,34,2,134
32764,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,-5,-19,1,-5,-18,34,2,135
32774,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-4,-14,0,-4,-13,34,2,134
32784,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,3,-1,-9,2,-1,-8,34,2,134
32794,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,3,1,-5,3,0,-4,34,2,134
32804,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,1,-1,2,0,0,34,2,134
32814,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,2,0,-2,2,0,34,2,134
32824,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,5,2,-3,5,1,34,2,134
32834,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.02,-4,0,7,-4,0,6,34,2,134
32844,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,-4,7,-3,-3,6,34,2,134
32855,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,-3,4,-3,-2,3,34,2,135
32865,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-6,-4,7,-6,-3,6,34,2,134
32875,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-9,-2,4,-9,-1,3,34,2,134
32885,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-11,-1,3,-11,0,2,34,2,134
32895,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-7,-3,-4,-7,-2,-4,34,2,135
32905,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,-1,-11,-5,0,-11,34,2,134
32915,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-6,0,-2,-5,0,-2,34,2,134
32925,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-5,2,-1,-4,2,-1,34,2,134
32935,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,-1,0,-4,0,0,34,2,134
32945,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,1,-1,0,0,-1,34,2,135
32955,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-1,-5,0,-1,-4,34,2,134
32965,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-2,-5,0,-2,-4,34,2,134
32975,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,1,-4,0,0,-4,0,34,2,134
32985,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,-4,1,1,-4,1,34,2,134
32995,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,-4,-4,1,-4,-3,34,2,135
33005,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,-1,-14,-1,0,-14,34,2,134
33015,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,-5,-12,-4,-4,-12,34,2,134
33025,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-3,-3,-9,-3,-2,-9,34,2,134
33036,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,0,-9,0,0,-9,34,2,134
33046,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-4,0,-7,-3,0,-7,34,2,134
33056,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-1,-8,0,-1,-7,34,2,134
33066,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,-4,-8,0,-4,-7,34,2,134
33076,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,5,-8,3,4,-8,3,34,2,134
33086,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,3,-8,11,2,-8,11,34,2,134
33096,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,4,-6,13,3,-6,13,34,2,134
33106,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,10,-7,6,9,-7,6,34,2,134
33116,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,7,-3,7,6,-3,7,34,2,134
33126,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,2,0,6,1,0,6,34,2,134
33136,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,6,2,6,6,1,6,34,2,134
33146,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,5,2,7,5,1,7,34,2,134
33156,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,4,1,12,4,0,12,34,2,134
33167,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,1,2,8,1,1,8,34,2,134
33177,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,0,1,4,0,1,3,34,2,134
33187,1.00,-0.00,-0.00,-0.01,1.69,0.11,-0.03,-1,1,0,0,1,0,34,2,134
